"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.1","log2fold_change","Auc"
"56","Dis3__chr14","hurdle",2.93839974018897e-19,-3.321928,4.580949,7.902877,1
"55","Ctcfl__chr2","hurdle",2.93839974018897e-19,-3.321928,4.580949,7.902877,1
"46","Ccl27b__chr4_JH584294_random","hurdle",2.93839974018897e-19,-3.321928,4.498251,7.820179,1
"44","Ccdc11__chr18","hurdle",2.93839974018897e-19,-3.321928,4.38773,7.709658,1
"42","Bhlhe40__chr6","hurdle",2.93839974018897e-19,-3.321928,4.280461,7.602389,1
"39","Atp6v0c-ps2__chr17","hurdle",2.93839974018897e-19,-3.321928,3.765535,7.087463,1
"37","Arrdc5__chr17","hurdle",1.11607901782163e-48,-0.5605201,4.1779178,4.7384379,1
"36","Arl16__chr11","hurdle",2.93839974018897e-19,-3.321928,2.861294,6.183222,1
"34","Ankrd55__chr13","hurdle",2.93839974018897e-19,-3.321928,4.751321,8.073249,1
"31","Adpgk__chr9","hurdle",2.93839974018897e-19,-3.321928,2.39689,5.718818,1
"28","Acd__chr8","hurdle",2.93839974018897e-19,-3.321928,3.017922,6.33985,1
"26","Abca2__chr2","hurdle",2.93839974018897e-19,-3.321928,3.636141,6.958069,1
"24","9830166K06Rik__chr19","hurdle",2.93839974018897e-19,-3.321928,3.359896,6.681824,1
"22","5330413P13Rik__chr2","hurdle",8.09142213339866e-38,-0.1109376,4.2680351,4.3789727,1
"21","4933432I03Rik__chr14","hurdle",2.93839974018897e-19,-3.321928,3.693022,7.01495,1
"20","4933417A18Rik__chr13","hurdle",2.93839974018897e-19,-3.321928,3.947978,7.269906,1
"19","4933406J08Rik__chr2","hurdle",2.93839974018897e-19,-3.321928,4.620586,7.942514,1
"17","4933405E24Rik__chr11","hurdle",2.93839974018897e-19,-3.321928,4.803916,8.125844,1
"13","3110015C05Rik__chr13","hurdle",2.93839974018897e-19,-3.321928,4.580949,7.902877,1
"11","2610027K06Rik__chr11","hurdle",2.93839974018897e-19,-3.321928,4.687434,8.009362,1
"6","1700106J16Rik__chr11","hurdle",2.93839974018897e-19,-3.321928,5.0917,8.413628,1
"104","Igsf10__chr3","hurdle",9.30401376051412e-25,-0.3490192,3.3598959,3.7089151,0.998
"107","Irx6__chr8","hurdle",6.00386203885365e-09,1.527519,3.800469,2.27295,0.994
"66","Efcab3__chr11","hurdle",1.13800371023593e-16,0.2087475,3.4724878,3.2637403,0.992
"8","2410137F16Rik__chr5","hurdle",7.50225631372698e-20,-0.7302071,2.8940093,3.6242164,0.986
"91","Gorab__chr1","hurdle",2.0390201297784e-26,-0.5725592,3.4059924,3.9785516,0.985
"54","Cpne7__chr8","hurdle",2.39810346509176e-08,4.309916,7.394606,3.08469,0.976
"9","2610001J05Rik__chr6","hurdle",6.78218448755108e-10,4.142833,7.006747,2.863914,0.972
"92","Grap__chr11","hurdle",8.68935777803749e-12,0.2337693,2.9879272,2.7541579,0.962
"5","1700095B22Rik__chr3","hurdle",1.76345538205499e-07,3.50461,5.876926,2.372316,0.939
"100","Hnrnpr__chr4","hurdle",9.59692668768099e-16,-3.321928,3.515174,6.837102,0.917
"71","Fam159b__chr13","hurdle",9.59692668768314e-16,-3.321928,3.515174,6.837102,0.917
"30","Actl6a__chr3","hurdle",9.5969266876913e-16,-3.321928,4.038553,7.360481,0.917
"2","1700020M21Rik__chr9","hurdle",0.00687319222281276,4.296814,5.531901,1.235087,0.867
"80","Gm1976__chr17","hurdle",0.00330616233591748,0.8672871,2.1483918,1.2811047,0.854
"158","Uqcrh__chr4","hurdle",0.0117426608767447,2.8975,4.177918,1.280418,0.853
"16","4930558J18Rik__chr1","hurdle",0.00555120466007112,-0.3785547,0.9510904,1.3296451,0.843
"78","Fzd4__chr7","hurdle",0.0198929288458545,3.810415,4.846326,1.035911,0.84
"128","Pzp__chr6","hurdle",0.00538837509793124,0.6859702,1.9757525,1.2897823,0.839
"114","Mms22l__chr4","hurdle",1.71253772443502e-12,-3.3219281,0.8210299,4.142958,0.833
"123","Pld4__chr12","hurdle",0.0119225597899489,1.350938,2.647698,1.29676,0.832
"120","Olfr218__chr1","hurdle",0.0148065597951271,3.215152,4.444049,1.228897,0.831
"146","Sox3__chrX","hurdle",0.0125987939345236,0.1599335,1.282934,1.1230005,0.83
"131","Ryr3__chr2","hurdle",0.0250239372379393,3.080933,4.137504,1.056571,0.83
"154","Topors__chr4","hurdle",0.00651544144171898,-0.4977303,0.6780719,1.1758022,0.819
"121","Olfr891__chr9","hurdle",0.0152105037049919,-0.1571128,0.9510904,1.1082032,0.81
"109","Klrb1c__chr6","hurdle",0.0137297279158911,-0.23714,0.8210299,1.0581699,0.809
"153","Tnfrsf14__chr4","hurdle",0.0264063350710198,3.220549,4.476814,1.256265,0.806
"145","Snx5__chr2","hurdle",0.0115283430749415,-0.1640612,1.1805722,1.3446334,0.798
"152","Tmem39b__chr4","hurdle",0.0300883910629961,1.252817,2.252981,1.000164,0.795
"148","Tagln2__chr1","hurdle",0.00234855594110767,0.1164847,1.552541,1.4360563,0.795
"110","Lce1a1__chr3","hurdle",0.00171754920105003,-0.6887655,0.3410369,1.0298024,0.795
"29","Acmsd__chr1","hurdle",0.000655390764091318,-0.1916481,1.6322682,1.8239163,0.791
"134","Serpina9__chr12","hurdle",0.00692533384019497,-0.4930117,0.5193742,1.0123859,0.786
"51","Clec1a__chr6","hurdle",0.0291384503883935,0.2845118,1.3785116,1.0939998,0.782
"155","Trim45__chr3","hurdle",0.0191951634664239,-0.1544492,0.9510904,1.1055396,0.78
"156","Ube2r2__chr4","hurdle",0.0172680164998511,-0.2928738,1.0703893,1.3632631,0.779
"53","Colec12__chr18","hurdle",0.0326545080366439,3.755674,4.854661,1.098987,0.779
"147","Sparcl1__chr5","hurdle",0.0233450292011426,-0.6529855,0.8210299,1.4740154,0.778
"49","Cd276__chr9","hurdle",0.0193624461776785,3.376022,4.82103,1.445008,0.774
"15","4930520P13Rik__chr13","hurdle",0.0369186346489788,-0.6365376,0.6780719,1.3146095,0.774
"98","Hhipl1__chr12","hurdle",0.02992650960312,-0.5825497,0.8210299,1.4035796,0.771
"142","Snd1__chr6","hurdle",0.0134617179404242,-0.2999208,0.8210299,1.1209507,0.77
"126","Prss12__chr3","hurdle",0.0380537064001732,-0.1433156,1.0703893,1.2137049,0.761
"72","Fam196a__chr7","hurdle",0.0304685131127628,-0.7286215,0.8210299,1.5496514,0.761
"50","Cdx2__chr5","hurdle",0.0301700005637819,0.04412457,1.28293396,1.23880939,0.756
"7","2200002D01Rik__chr7","hurdle",0.0417446573863677,0.8930075,2.0356239,1.1426164,0.756
"52","Col16a1__chr4","hurdle",0.0330216969229311,0.3505066,1.3785116,1.028005,0.753
"144","Snx31__chr15","hurdle",0.0341983621159031,0.1318411,1.282934,1.1510929,0.751
"77","Ftsjd2__chr17","hurdle",0.060968601431057,-0.1748168,0.9510904,1.1259072,0.751
"149","Tas2r134__chr2","hurdle",0.0523251268354742,-0.6380251,0.6780719,1.316097,0.749
"61","Dyrk1b__chr7","hurdle",0.0860096629467495,-0.1813088,0.8210299,1.0023387,0.749
"45","Ccdc65__chr15","hurdle",0.0518031841286292,-0.3064109,0.9510904,1.2575013,0.749
"141","Snai2__chr16","hurdle",0.077060989548943,-0.4291652,0.6780719,1.1072371,0.748
"138","Slc35e3__chr10","hurdle",0.0742868125391938,-0.3111494,0.8210299,1.1321793,0.744
"90","Golga3__chr5","hurdle",0.0300186971713633,-0.2270303,1.1805722,1.4076025,0.744
"112","Lyg2__chr1","hurdle",0.0727000193970287,-0.3606381,0.8210299,1.181668,0.743
"68","Epha8__chr4","hurdle",0.0713083602233788,-0.601289,0.5193742,1.1206632,0.741
"58","Dnalc1__chr12","hurdle",0.0438966154513571,4.757554,5.93703,1.179476,0.741
"33","Amn1__chr6","hurdle",0.0221633345418491,0.3658022,1.6322682,1.266466,0.74
"4","1700042G07Rik__chr4","hurdle",0.0741478941397982,-0.5099354,0.6780719,1.1880073,0.738
"25","A530065N20Rik__chr13","hurdle",0.0753626828964291,-0.5051767,0.6780719,1.1832486,0.737
"136","Sh2d2a__chr3","hurdle",0.0792639098874025,-0.552082,0.5193742,1.0714562,0.734
"47","Ccnl2__chr4","hurdle",0.00386299767143952,-0.2638763,1.0703893,1.3342656,0.721
"18","4933406D12Rik__chr2","hurdle",0.00192324931988795,-0.2638763,1.1805722,1.4444485,0.721
"118","Ntmt1__chr2","hurdle",0.0770951917722787,-1.13399788,-0.09953567,1.03446221,0.704
"105","Ikbkg__chrX","hurdle",0.153296490257096,0.06712941,1.07038933,1.00325992,0.704
"116","Myot__chr18","hurdle",0.0799142232857478,-0.1438439,1.282934,1.4267779,0.7
"140","Slpi__chr2","hurdle",0.0510462061413798,1.100361,2.148392,1.048031,0.699
"115","Mxra8__chr4","hurdle",0.0847949489053468,1.726893,2.925999,1.199106,0.699
"143","Snord88c__chr7","hurdle",0.0762090715841784,-0.3374931,0.6780719,1.015565,0.698
"35","Apba2__chr7","hurdle",0.0483816927833917,-0.7517856,0.6780719,1.4298575,0.695
"130","Rpl10l__chr12","hurdle",0.0986946564937867,0.1811769,1.3785116,1.1973347,0.692
"161","Vmn1r9__chr6","hurdle",0.0544083472052617,0.4466203,1.7078192,1.2611989,0.691
"129","Ramp2__chr11","hurdle",0.147319272051664,0.1853883,1.282934,1.0975457,0.691
"23","9030612E09Rik__chr10","hurdle",0.109250184810265,0.1710191,1.3785116,1.2074925,0.691
"12","2810442I21Rik__chr11","hurdle",0.147709283331059,-0.7120766,0.5193742,1.2314508,0.685
"3","1700027I24Rik__chr9","hurdle",0.152218247472248,-0.4836204,0.5193742,1.0029946,0.683
"139","Slc39a12__chr2","hurdle",0.0228246618595365,-0.2806238,1.1805722,1.461196,0.679
"48","Ccser2__chr14","hurdle",0.0439770814713013,-0.2667499,0.9510904,1.2178403,0.679
"14","4930441J16Rik__chr2","hurdle",0.00953934215324329,0.260362,1.378512,1.11815,0.679
"93","Gria3__chrX","hurdle",0.176534695050617,-0.6529855,0.5193742,1.1723597,0.677
"40","Babam1__chr8","hurdle",0.164571596587886,0.2198763,1.3785116,1.1586353,0.677
"164","Zfp423__chr8","hurdle",0.0861961948997933,-0.2097837,0.8210299,1.0308136,0.676
"163","Zbtb46__chr2","hurdle",0.127194461075031,-0.3773119,0.6780719,1.0553838,0.675
"160","Vmn1r188__chr13","hurdle",0.0802149719675189,-0.5429961,0.8210299,1.364026,0.675
"1","0610009O20Rik__chr18","hurdle",0.183533613315751,0.3012957,1.3785116,1.0772159,0.673
"41","BC024978__chr7","hurdle",0.223753566440221,-0.5754065,0.5193742,1.0947807,0.67
"32","Als2cl__chr9","hurdle",0.193911524325227,-0.5969429,0.5193742,1.1163171,0.669
"137","Slc30a4__chr2","hurdle",0.113243395330428,-0.1987652,0.8210299,1.0197951,0.666
"101","Hus1__chr11","hurdle",0.176437958758514,-0.5395167,0.6780719,1.2175886,0.666
"69","Exosc7__chr9","hurdle",0.10720269393239,-0.191102,0.8210299,1.0121319,0.665
"132","Scgb1b3__chr7","hurdle",0.203147589929483,-0.7144286,0.6780719,1.3925005,0.661
"27","Acaa1b__chr9","hurdle",0.177232828970654,-0.4950321,0.6780719,1.173104,0.658
"111","Lhcgr__chr17","hurdle",0.289495074502465,-0.6933977,0.3410369,1.0344346,0.655
"125","Prkcz__chr4","hurdle",0.296359753652107,-0.6605243,0.3410369,1.0015612,0.654
"133","Seh1l__chr18","hurdle",0.219523338344847,-0.3356816,0.6780719,1.0137535,0.648
"151","Tmem198__chr1","hurdle",0.0209187364513428,-0.6507316,0.5193742,1.1701058,0.639
"97","H2-Q7__chr17","hurdle",0.257267348027578,-0.2119975,0.8210299,1.0330274,0.638
"96","Gyg__chr3","hurdle",0.212426733072332,-0.3058197,0.9510904,1.2569101,0.638
"79","Gm10666__chr7","hurdle",0.360034273554303,-0.5312003,0.5193742,1.0505745,0.634
"76","Fgf13__chrX","hurdle",0.00185194475426244,-0.5058555,0.9510904,1.4569459,0.634
"74","Fam69a__chr5","hurdle",0.237122515235576,-0.2009622,0.8210299,1.0219921,0.634
"135","Serpinb9c__chr13","hurdle",0.328595675839464,-0.4518781,0.8210299,1.272908,0.626
"38","Atp2b4__chr1","hurdle",0.0355034151833985,-0.5339671,0.5193742,1.0533413,0.62
"87","Gm6329__chr8","hurdle",0.0106124581435629,-0.7105108,0.8210299,1.5315407,0.619
"103","Igfl3__chr7","hurdle",0.138005195382309,-0.7663527,0.3410369,1.1073896,0.616
"94","Grip2__chr6","hurdle",0.0186205405439671,-0.3692597,0.6780719,1.0473316,0.616
"117","Nsl1__chr1","hurdle",0.162830436275786,-0.7215076,0.3410369,1.0625445,0.611
"57","Dlg1__chr16","hurdle",0.0563334937954124,-0.6313432,0.5193742,1.1507174,0.61
"75","Ffar1__chr7","hurdle",0.0858356243673159,-0.6972692,0.5193742,1.2166434,0.609
"113","Mfsd6__chr1","hurdle",0.066746921525256,-0.5861345,0.5193742,1.1055087,0.606
"10","2610008E11Rik__chr10","hurdle",0.075920126025772,-0.5725592,0.5193742,1.0919334,0.605
"157","Unc13b__chr4","hurdle",0.0339466335574162,-0.5229315,0.6780719,1.2010034,0.603
"43","Car5a__chr8","hurdle",0.0815725267836301,-0.5464839,0.5193742,1.0658581,0.602
"162","Vps37a__chr8","hurdle",0.146934554093216,-0.5732705,0.5193742,1.0926447,0.598
"159","Vipr1__chr9","hurdle",0.0767884943850677,-0.3729705,0.6780719,1.0510424,0.586
"124","Ppp1r27__chr11","hurdle",0.00879515022460933,-0.008777499,1.070389328,1.079166827,0.581
"99","Hist1h3f__chr13","hurdle",0.417103309573799,-0.532583,0.5193742,1.0519572,0.564
"122","Pdcd2l__chr7","hurdle",0.0456625874217649,-0.03010304,1.37851162,1.40861466,0.53
"127","Pyhin1__chr1","hurdle",0.000357068766259041,-0.3600243,0.8210299,1.1810542,0.52
