"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.5","log2fold_change","Auc"
"3","1700027I24Rik__chr9","hurdle",0.195149159591314,-0.4831062,0.6780719,1.1611781,0.724
"169","Rasa4__chr5","hurdle",0.0607218152757384,-0.3731836,1.2326608,1.6058444,0.72
"128","Kntc1__chr5","hurdle",0.0972734030430709,0.06717719,1.23266076,1.16548357,0.719
"15","9130209A04Rik__chr18","hurdle",0.09795734944847,0.3623205,1.3785116,1.0161911,0.718
"173","Rnf4__chr5","hurdle",0.243954098975104,-0.4120777,0.6780719,1.0901496,0.716
"179","Sds__chr5","hurdle",0.182277985540464,-0.2504355,0.8875253,1.1379608,0.715
"16","A330032B11Rik__chr19","hurdle",0.170288637847111,0.3219854,1.3785116,1.0565262,0.711
"162","Pgp__chr17","hurdle",0.25850422591534,-0.3633144,0.6780719,1.0413863,0.71
"65","Ddx39b__chr17","hurdle",0.100134273934343,-0.1092108,1.2326608,1.3418716,0.71
"202","Tceanc2__chr4","hurdle",0.092114742413823,0.4964101,1.5109619,1.0145518,0.708
"161","Pcdhga6__chr18","hurdle",0.284050293262186,-0.3377243,0.6780719,1.0157962,0.707
"220","Zfp512__chr5","hurdle",0.201333431673606,-0.2722004,0.8875253,1.1597257,0.705
"163","Pld4__chr12","hurdle",0.181657002710365,1.352829,2.485427,1.132598,0.703
"29","AU021092__chr16","hurdle",0.131489870106628,-0.09893846,1.07038933,1.16932779,0.703
"154","Neu1__chr17","hurdle",0.0276283843785347,1.360665,2.419539,1.058874,0.702
"149","Mrgpra1__chr7","hurdle",0.287979993079278,-0.6366018,0.4329594,1.0695612,0.702
"159","Olfr1352__chr10","hurdle",0.294226405792898,-0.6284527,0.4329594,1.0614121,0.7
"87","Galnt15__chr14","hurdle",0.30358919441935,-0.6181471,0.4329594,1.0511065,0.697
"73","Dsc3__chr18","hurdle",0.101384166610828,0.1009877,1.3785116,1.2775239,0.696
"213","Vps33a__chr5","hurdle",0.309985141585334,-0.5977543,0.4329594,1.0307137,0.695
"12","4930461G14Rik__chr9","hurdle",0.256686827088591,0.8235523,1.8479969,1.0244446,0.694
"74","Ehd3__chr17","hurdle",0.0482182734634911,0.7995926,1.9448584,1.1452658,0.693
"61","Dao__chr5","hurdle",0.039147932899855,1.191877,2.277985,1.086108,0.69
"183","Sfxn2__chr19","hurdle",0.10044669808519,0.2239208,1.5109619,1.2870411,0.685
"133","Loxhd1__chr18","hurdle",0.263083374498353,-0.4566328,0.8875253,1.3441581,0.684
"200","Tas1r3__chr4","hurdle",0.196507477346586,0.137069,1.232661,1.095592,0.68
"110","Gulp1__chr1","hurdle",0.410205199180825,-0.3335031,0.6780719,1.011575,0.662
"196","Srp14__chr2","hurdle",3.79237377778014e-05,-0.7223059,1.3785116,2.1008175,0.661
"131","Lima1__chr15","hurdle",0.39304235504939,-0.2515729,0.8875253,1.1390982,0.656
"118","Itm2b__chr14","hurdle",0.0212075737289294,-0.6772884,0.6780719,1.3553603,0.648
"38","Cacng2__chr15","hurdle",0.317512507971751,1.334375,2.548437,1.214062,0.646
"9","4921507L20Rik__chr2","hurdle",0.0152907343100794,-0.6864878,0.8875253,1.5740131,0.643
"150","Msi2__chr11","hurdle",0.0295856330538837,-0.6996216,0.6780719,1.3776935,0.641
"97","Gm16998__chr10","hurdle",0.417067205361809,-0.1138573,1.0703893,1.1842466,0.636
"138","Malsu1__chr6","hurdle",0.0914399272820299,-0.637345,0.4329594,1.0703044,0.631
"156","Nkrf__chrX","hurdle",0.0385264206158616,-0.5747958,0.6780719,1.2528677,0.63
"17","Abhd16b__chr2","hurdle",0.144192968721863,-0.5992014,0.4329594,1.0321608,0.629
"182","Serpini1__chr3","hurdle",0.0483495905212589,-0.3994163,0.6780719,1.0774882,0.627
"82","Fgf13__chrX","hurdle",0.0725634378042583,-0.5032851,0.6780719,1.181357,0.626
"88","Gas2l2__chr11","hurdle",0.00953131807950055,-0.4724585,1.0703893,1.5428478,0.623
"212","Vmn2r111__chr17","hurdle",0.0091706431708059,-0.4455271,1.0703893,1.5159164,0.621
"190","Smcr7__chr11","hurdle",0.00369356703145972,-0.2018083,1.2326608,1.4344691,0.618
"79","Fars2__chr13","hurdle",0.0676283567348333,-0.4357984,0.6780719,1.1138703,0.618
"14","4930529F24Rik__chr14","hurdle",0.513720307397095,0.01752658,1.07038933,1.05286275,0.615
"81","Fgd3__chr13","hurdle",0.0297784574486527,-0.3651597,0.8875253,1.252685,0.613
"120","Kbtbd3__chr9","hurdle",0.00424989559087252,-0.3167406,1.2326608,1.5494014,0.607
"195","Spty2d1__chr7","hurdle",0.288890052624669,-0.728627,0.4329594,1.1615864,0.604
"51","Chsy3__chr18","hurdle",0.172716877672832,-0.7050646,0.6780719,1.3831365,0.604
"52","Cinp__chr12","hurdle",0.452428535145057,1.143162,2.201634,1.058472,0.598
"84","Foxq1__chr13","hurdle",0.320061967432434,-0.6321511,0.4329594,1.0651105,0.593
"113","Hipk4__chr7","hurdle",0.234594573634351,-0.5783591,0.6780719,1.256431,0.592
"218","Wnt7a__chr6","hurdle",0.391107950502846,-0.5819312,0.4329594,1.0148906,0.591
"211","Vmn2r110__chr17","hurdle",0.020682116753858,-0.03487265,1.23266076,1.26753341,0.58
"77","Fam181a__chr12","hurdle",0.0593580772031164,0.02459078,1.07038933,1.04579855,0.575
"22","Adam32__chr8","hurdle",0.398789702544532,0.6901176,1.8479969,1.1578793,0.572
"140","Map3k10__chr7","hurdle",0.306480891868284,-0.3431698,0.6780719,1.0212417,0.563
"30","Bahd1__chr2","hurdle",0.0475590859457569,0.1539181,1.2326608,1.0787427,0.561
"168","Rasa3__chr8","hurdle",0.266936112785038,0.06215101,1.07038933,1.00823832,0.516
"36","Btnl10__chr11","hurdle",0.214196067937853,0.146166,1.232661,1.086495,0.504
"210","Vmn2r103__chr17","hurdle",0.254373940525545,0.1916472,1.2326608,1.0410136,0.502
"20","Acvrl1__chr15","hurdle",0.00708729078976135,-0.6277141,0.4329594,1.0606735,0.486
"49","Cerkl__chr2","hurdle",0.00353844826566252,-0.460573,0.6780719,1.1386449,0.472
"76","Eps8l2__chr7","hurdle",0.00148049305051004,0.0170544,1.0703893,1.0533349,0.424
