"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.10","log2fold_change","Auc"
"10","ENSG00000081189","hurdle",3.89304780631689e-303,-3.255758,-2.098897,1.156861,0.555
"61","ENSG00000175857","hurdle",3.74185893145978e-305,-3.284887,-2.11327,1.171617,0.553
"43","ENSG00000152492","hurdle",3.5880138826583e-161,-3.173159,-2.104502,1.068657,0.553
"53","ENSG00000167483","hurdle",0,-3.309997,-2.194178,1.115819,0.551
"8","ENSG00000077238","hurdle",1.26150605493361e-223,-3.029459,-1.883759,1.1457,0.55
"54","ENSG00000167641","hurdle",1.78631050447287e-239,-3.279233,-2.184845,1.094388,0.549
"66","ENSG00000185507","hurdle",2.82237598226235e-157,-2.68878,-1.450897,1.237883,0.548
"15","ENSG00000099958","hurdle",4.94065645841247e-323,-3.290014,-1.942912,1.347102,0.548
"69","ENSG00000196628","hurdle",4.60471782982559e-238,-3.297621,-2.272791,1.02483,0.546
"79","ENSG00000234184","hurdle",2.29588057196435e-300,-3.317513,-2.22538,1.092133,0.543
"50","ENSG00000163534","hurdle",3.79847510089989e-284,-3.312422,-2.293284,1.019138,0.542
"85","ENSG00000253701","hurdle",7.65542455011089e-239,-3.288505,-1.42639,1.862115,0.54
"81","ENSG00000239961","hurdle",1.31985738299781e-176,-3.295083,-2.233698,1.061385,0.528
"65","ENSG00000184709","hurdle",3.23230976983026e-240,-3.304475,-1.82979,1.474685,0.528
"60","ENSG00000171611","hurdle",4.73891897122486e-128,-3.121866,-2.092749,1.029117,0.52
"6","ENSG00000070031","hurdle",7.88572537954714e-153,-3.302986,-2.20762,1.095366,0.519
