"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.1","log2fold_change","Auc"
"40","ENSG00000102265","hurdle",0,-1.6008126,0.6583621,2.2591747,0.836
"204","ENSG00000196735","hurdle",0,-1.929742,1.170425,3.100167,0.834
"16","ENSG00000051523","hurdle",0,1.137596,2.287398,1.149802,0.831
"191","ENSG00000182718","hurdle",0,-1.6726549,0.4166644,2.0893193,0.821
"64","ENSG00000111229","hurdle",0,0.03113199,1.37296768,1.34183569,0.815
"229","ENSG00000237541","hurdle",0,-2.189791,0.4733486,2.6631396,0.813
"97","ENSG00000129226","hurdle",0,-3.07574159,-0.01378803,3.06195356,0.812
"185","ENSG00000179344","hurdle",0,-1.9329,0.6403519,2.5732519,0.807
"151","ENSG00000163220","hurdle",0,-0.8596918,0.5490943,1.4087861,0.802
"102","ENSG00000130592","hurdle",0,-0.3651845,0.9717072,1.3368917,0.801
"225","ENSG00000224397","hurdle",0,-3.1444565,0.2363887,3.3808452,0.794
"47","ENSG00000104870","hurdle",0,-2.3573777,-0.2167974,2.1405803,0.792
"38","ENSG00000101336","hurdle",0,-3.1363435,-0.3368338,2.7995097,0.792
"20","ENSG00000076944","hurdle",0,-2.2435825,0.1744514,2.4180339,0.791
"125","ENSG00000142089","hurdle",0,-2.5122891,0.3657722,2.8780613,0.783
"53","ENSG00000106565","hurdle",0,-2.92831071,-0.08459685,2.84371386,0.783
"175","ENSG00000172216","hurdle",0,-2.0418994,0.1472872,2.1891866,0.782
"169","ENSG00000169230","hurdle",0,-1.2624469,0.3308241,1.593271,0.782
"200","ENSG00000188820","hurdle",0,-2.6675159,-0.2490185,2.4184974,0.778
"112","ENSG00000136238","hurdle",0,-1.3560434,0.1481049,1.5041483,0.775
"106","ENSG00000131981","hurdle",0,-2.5649708,-0.3488101,2.2161607,0.774
"214","ENSG00000203747","hurdle",0,-1.904765,1.070553,2.975318,0.771
"24","ENSG00000085514","hurdle",0,-3.2167875,-0.4399295,2.776858,0.771
"161","ENSG00000166927","hurdle",0,-3.22607114,0.01600107,3.24207221,0.766
"136","ENSG00000155366","hurdle",0,-2.16865354,-0.01246581,2.15618773,0.765
"153","ENSG00000163931","hurdle",0,-1.9892593,-0.1867428,1.8025165,0.764
"35","ENSG00000100300","hurdle",0,-0.7211424,0.5610069,1.2821493,0.764
"15","ENSG00000042753","hurdle",6.36817342402023e-290,-1.57783319,-0.01673016,1.56110303,0.764
"5","ENSG00000015475","hurdle",0,-2.5079896,-0.4456527,2.0623369,0.764
"82","ENSG00000120129","hurdle",0,-0.2635078,1.0465965,1.3101043,0.76
"85","ENSG00000122862","hurdle",5.72226831013332e-320,-0.7005243,0.5517464,1.2522707,0.757
"144","ENSG00000160213","hurdle",1.61477457802695e-278,-1.3026329,0.1336252,1.4362581,0.755
"13","ENSG00000030582","hurdle",0,-2.5862091,-0.5043155,2.0818936,0.753
"182","ENSG00000177105","hurdle",1.75302682338676e-227,-1.5433206,-0.1167061,1.4266145,0.748
"26","ENSG00000088832","hurdle",2.3839363104579e-278,-1.56436663,-0.08379442,1.48057221,0.748
"8","ENSG00000023191","hurdle",3.11149479032906e-223,-1.665629,-0.19743,1.468199,0.748
"180","ENSG00000175489","hurdle",0,-3.2086259,-0.7183621,2.4902638,0.747
"55","ENSG00000107738","hurdle",2.36578758278332e-277,-1.67887441,-0.09429442,1.58457999,0.745
"181","ENSG00000175550","hurdle",7.25357935334367e-280,-1.0420903,0.2384771,1.2805674,0.744
"100","ENSG00000130313","hurdle",4.7335679449354e-211,-1.7409634,-0.2645454,1.476418,0.744
"10","ENSG00000026297","hurdle",6.79445722472234e-244,-1.000694,0.2105639,1.2112579,0.741
"228","ENSG00000233276","hurdle",2.56914135837448e-322,-0.88634,0.4967152,1.3830552,0.74
"79","ENSG00000117410","hurdle",2.05198480396445e-186,-1.7170922,-0.2913851,1.4257071,0.739
"216","ENSG00000204257","hurdle",0,-2.2797316,-0.1628808,2.1168508,0.734
"121","ENSG00000140749","hurdle",0,-3.0582401,-0.7452715,2.3129686,0.733
"168","ENSG00000168961","hurdle",6.00738289985866e-214,-2.8360097,-0.9414528,1.8945569,0.726
"78","ENSG00000116741","hurdle",3.66414632096002e-313,-2.5698705,-0.5758307,1.9940398,0.723
"52","ENSG00000106066","hurdle",0,-3.1808813,-0.6312435,2.5496378,0.723
"218","ENSG00000204397","hurdle",1.94428724619975e-152,-2.129914,-0.598368,1.531546,0.722
"198","ENSG00000188186","hurdle",3.68948288284378e-163,-0.7870058,0.2451446,1.0321504,0.721
"66","ENSG00000111669","hurdle",7.02299467914415e-201,-0.7403373,0.288299,1.0286363,0.72
"57","ENSG00000108798","hurdle",1.64972842168345e-179,-2.2606209,-0.6170658,1.6435551,0.72
"131","ENSG00000143933","hurdle",9.10623568602585e-250,-0.9135472,0.2841893,1.1977365,0.719
"154","ENSG00000164111","hurdle",1.15391328743526e-141,-1.9339578,-0.5079805,1.4259773,0.718
"194","ENSG00000185201","hurdle",0,0.1705512,1.3740402,1.203489,0.715
"116","ENSG00000137752","hurdle",3.51837829443197e-196,-2.3901788,-0.7089763,1.6812025,0.713
"1","ENSG00000000938","hurdle",9.20371671357605e-157,-2.5917173,-0.9074374,1.6842799,0.712
"67","ENSG00000111679","hurdle",1.91416101297018e-166,-1.9172029,-0.4673909,1.449812,0.71
"127","ENSG00000143110","hurdle",1.14662632621024e-130,-1.435959,-0.260118,1.175841,0.709
"174","ENSG00000171700","hurdle",1.82295286495871e-134,-1.8408123,-0.5105119,1.3303004,0.707
"155","ENSG00000164713","hurdle",9.62114947066818e-223,-2.8094624,-0.9701286,1.8393338,0.705
"146","ENSG00000160593","hurdle",5.47492794789605e-188,-2.2900381,-0.6871254,1.6029127,0.705
"170","ENSG00000170296","hurdle",1.01066293708954e-80,-2.2213431,-0.8469734,1.3743697,0.704
"70","ENSG00000113269","hurdle",4.35768870412247e-169,-2.904814,-1.108175,1.796639,0.704
"223","ENSG00000221869","hurdle",4.37668064249457e-187,-2.3843759,-0.7652706,1.6191053,0.703
"69","ENSG00000112799","hurdle",2.3171663510227e-179,-2.818777,-1.049463,1.769314,0.7
"189","ENSG00000182287","hurdle",2.84518072490385e-138,-2.455165,-0.8889151,1.5662499,0.698
"183","ENSG00000177156","hurdle",7.19636312798877e-95,-1.7246937,-0.5646188,1.1600749,0.698
"232","ENSG00000245532","hurdle",1.5636505221783e-140,-1.9439379,-0.5182336,1.4257043,0.696
"89","ENSG00000124357","hurdle",1.8316413565726e-128,-2.764056,-1.105496,1.65856,0.696
"86","ENSG00000123416","hurdle",8.40229471870462e-150,-1.00053037,0.06468436,1.06521473,0.695
"45","ENSG00000103811","hurdle",3.54279046875473e-181,-2.740203,-1.022379,1.717824,0.695
"221","ENSG00000214212","hurdle",1.37858972575935e-313,-3.20302,-1.201971,2.001049,0.693
"122","ENSG00000141480","hurdle",3.28660404661923e-109,-1.8408765,-0.5953705,1.245506,0.693
"176","ENSG00000172354","hurdle",3.11060517136313e-67,-1.7063271,-0.6136701,1.092657,0.689
"37","ENSG00000101220","hurdle",3.26966266585776e-86,-2.496461,-1.049185,1.447276,0.689
"132","ENSG00000144848","hurdle",2.416513677308e-91,-2.380863,-1.001345,1.379518,0.686
"27","ENSG00000088992","hurdle",4.94065645841247e-324,-3.0082247,-0.9399673,2.0682574,0.685
"162","ENSG00000167552","hurdle",4.2910247933884e-94,-1.688149,-0.5240878,1.1640612,0.684
"91","ENSG00000125753","hurdle",1.02818677034202e-99,-2.2583037,-0.8829453,1.3753584,0.684
"59","ENSG00000109861","hurdle",7.57702885948944e-112,-1.8957534,-0.6031127,1.2926407,0.684
"115","ENSG00000137161","hurdle",3.33044778425817e-69,-1.916004,-0.7943713,1.1216327,0.682
"34","ENSG00000100292","hurdle",0,-3.241139,-1.005862,2.235277,0.682
"104","ENSG00000131042","hurdle",0,-3.230035,-1.202002,2.028033,0.681
"231","ENSG00000242574","hurdle",8.4112011491545e-204,-2.6189336,-0.9214254,1.6975082,0.677
"152","ENSG00000163563","hurdle",1.33753845423999e-261,-3.234365,-1.348846,1.885519,0.675
"77","ENSG00000116701","hurdle",2.33897009199479e-233,-3.177387,-1.377916,1.799471,0.675
"46","ENSG00000104763","hurdle",3.01931256292072e-137,-2.554683,-1.015571,1.539112,0.674
"92","ENSG00000125898","hurdle",1.11540337526119e-181,-2.846254,-1.098101,1.748153,0.672
"71","ENSG00000113648","hurdle",1.94444981780523e-55,-2.0307673,-0.9052651,1.1255022,0.671
"3","ENSG00000011422","hurdle",1.55749988241383e-233,-3.150127,-1.317247,1.83288,0.67
"179","ENSG00000174021","hurdle",1.25714758771459e-54,-1.9290377,-0.8311386,1.0978991,0.668
"134","ENSG00000148834","hurdle",5.02024956284138e-43,-1.95336,-0.930683,1.022677,0.667
"56","ENSG00000108639","hurdle",2.07930079226496e-46,-2.393777,-1.17727,1.216507,0.667
"28","ENSG00000089127","hurdle",1.64755177346172e-193,-2.972345,-1.211189,1.761156,0.667
"109","ENSG00000134072","hurdle",7.11071809582804e-233,-3.231369,-1.426041,1.805328,0.665
"29","ENSG00000090013","hurdle",7.96869725893114e-102,-2.61951,-1.233472,1.386038,0.665
"201","ENSG00000189159","hurdle",4.11000403571019e-67,-2.1295857,-0.9577379,1.1718478,0.662
"117","ENSG00000138744","hurdle",2.13240041973765e-87,-2.38454,-1.065663,1.318877,0.661
"74","ENSG00000114353","hurdle",5.69477296610918e-52,-2.363521,-1.155683,1.207838,0.661
"95","ENSG00000127951","hurdle",1.41007148477658e-181,-3.225849,-1.49887,1.726979,0.66
"190","ENSG00000182578","hurdle",2.54477160071497e-259,-3.251033,-1.451099,1.799934,0.656
"58","ENSG00000109103","hurdle",1.63398879830999e-89,-2.755961,-1.350966,1.404995,0.656
"48","ENSG00000104903","hurdle",2.02415217590837e-98,-2.915287,-1.444808,1.470479,0.656
"17","ENSG00000059377","hurdle",2.33567235693186e-148,-3.115242,-1.463385,1.651857,0.654
"233","ENSG00000254087","hurdle",1.3849614470967e-145,-3.085377,-1.447026,1.638351,0.653
"11","ENSG00000028137","hurdle",1.06123529547265e-123,-2.752903,-1.242415,1.510488,0.653
"178","ENSG00000173372","hurdle",0,-3.2854943,-0.1718256,3.1136687,0.651
"120","ENSG00000140105","hurdle",1.35893978004723e-153,-3.056641,-1.410723,1.645918,0.65
"199","ENSG00000188290","hurdle",0,-3.264903,-1.312898,1.952005,0.649
"164","ENSG00000167851","hurdle",2.49829904191076e-43,-2.533005,-1.344091,1.188914,0.648
"76","ENSG00000116586","hurdle",6.45199098731781e-28,-2.162848,-1.149201,1.013647,0.648
"187","ENSG00000179921","hurdle",1.14082539708396e-315,-3.258615,-1.409592,1.849023,0.647
"226","ENSG00000230989","hurdle",4.8523794342483e-52,-2.734193,-1.469376,1.264817,0.645
"103","ENSG00000130775","hurdle",5.14624053131749e-54,-2.771194,-1.479742,1.291452,0.644
"230","ENSG00000239998","hurdle",1.01502029273997e-190,-3.249466,-1.652475,1.596991,0.641
"118","ENSG00000139278","hurdle",9.79080226995895e-27,-2.425408,-1.377885,1.047523,0.641
"234","ENSG00000257923","hurdle",9.94139192486928e-157,-3.08658,-1.499517,1.587063,0.639
"133","ENSG00000147813","hurdle",3.70050084194604e-32,-2.498005,-1.400898,1.097107,0.638
"60","ENSG00000110057","hurdle",1.53224832947255e-67,-2.999192,-1.660237,1.338955,0.637
"130","ENSG00000143878","hurdle",4.0304794472343e-122,-3.100821,-1.53109,1.569731,0.636
"158","ENSG00000166002","hurdle",3.17149490354742e-109,-3.135609,-1.690062,1.445547,0.635
"147","ENSG00000161921","hurdle",3.89059939489758e-182,-3.256617,-1.657371,1.599246,0.634
"188","ENSG00000180304","hurdle",8.08212129682437e-46,-2.728832,-1.527607,1.201225,0.633
"43","ENSG00000103381","hurdle",1.08240438911607e-121,-3.21129,-1.740285,1.471005,0.63
"12","ENSG00000028277","hurdle",1.99062771184579e-62,-2.788521,-1.545162,1.243359,0.63
"84","ENSG00000121691","hurdle",1.64743479354462e-22,-2.607628,-1.573129,1.034499,0.629
"143","ENSG00000159720","hurdle",7.38563755294877e-26,-2.616385,-1.557742,1.058643,0.628
"54","ENSG00000106605","hurdle",3.63119558419458e-66,-2.775952,-1.494598,1.281354,0.628
"236","ENSG00000271614","hurdle",5.72074692149581e-50,-2.287179,-1.228264,1.058915,0.626
"215","ENSG00000204103","hurdle",5.34471004349586e-253,-3.253636,-1.551298,1.702338,0.626
"68","ENSG00000112096","hurdle",4.80438877375208e-67,-2.673196,-1.420732,1.252464,0.626
"166","ENSG00000168899","hurdle",1.20124892386795e-65,-1.8715813,-0.8505714,1.0210099,0.625
"98","ENSG00000129757","hurdle",1.03022516632899e-265,-3.287999,-1.579826,1.708173,0.625
"22","ENSG00000084234","hurdle",2.93423740680881e-37,-2.702376,-1.621843,1.080533,0.623
"142","ENSG00000159713","hurdle",1.76376147594608e-251,-3.255243,-1.590431,1.664812,0.622
"105","ENSG00000131669","hurdle",1.62589110443832e-54,-2.463473,-1.330426,1.133047,0.622
"36","ENSG00000101160","hurdle",2.0483950718717e-60,-3.098402,-1.842546,1.255856,0.622
"197","ENSG00000187840","hurdle",5.96168921618207e-21,-2.867301,-1.766499,1.100802,0.621
"90","ENSG00000125148","hurdle",1.8720763226984e-60,-2.0777685,-0.9966886,1.0810799,0.621
"51","ENSG00000105383","hurdle",1.94050150023811e-102,-3.286224,-1.937206,1.349018,0.62
"50","ENSG00000105371","hurdle",1.44113699608235e-198,-3.273617,-1.710677,1.56294,0.62
"192","ENSG00000182853","hurdle",0,-3.305754,-1.155192,2.150562,0.617
"75","ENSG00000114738","hurdle",2.02971059185562e-42,-2.89805,-1.72561,1.17244,0.617
"156","ENSG00000164733","hurdle",1.40878911409769e-26,-2.716966,-1.683308,1.033658,0.615
"148","ENSG00000161929","hurdle",1.09582225947499e-87,-3.215219,-1.898902,1.316317,0.615
"113","ENSG00000136826","hurdle",2.57333566719987e-125,-3.28438,-1.937503,1.346877,0.615
"72","ENSG00000114013","hurdle",1.8663028166102e-99,-3.290697,-1.970522,1.320175,0.615
"137","ENSG00000155465","hurdle",6.03061194636867e-163,-3.245757,-1.801944,1.443813,0.613
"186","ENSG00000179639","hurdle",0,-3.2492783,-0.2983518,2.9509265,0.612
"2","ENSG00000002933","hurdle",5.00653246571257e-169,-3.17402,-1.745715,1.428305,0.611
"163","ENSG00000167850","hurdle",1.16053763074378e-103,-3.269669,-1.961414,1.308255,0.61
"41","ENSG00000102524","hurdle",1.17754337953313e-73,-3.16272,-1.915044,1.247676,0.61
"32","ENSG00000100079","hurdle",9.94729951296556e-258,-2.936313,-1.209618,1.726695,0.609
"108","ENSG00000133246","hurdle",6.18948367039433e-121,-3.217254,-1.910724,1.30653,0.607
"123","ENSG00000141526","hurdle",1.64796104581564e-46,-3.019311,-1.891568,1.127743,0.606
"87","ENSG00000123685","hurdle",3.36018909695582e-127,-3.293198,-1.959521,1.333677,0.606
"65","ENSG00000111275","hurdle",5.99225679813407e-113,-3.248466,-1.952468,1.295998,0.606
"213","ENSG00000198585","hurdle",1.66712659176657e-40,-2.973134,-1.862945,1.110189,0.605
"160","ENSG00000166428","hurdle",2.35331100045225e-58,-3.099159,-1.958427,1.140732,0.605
"14","ENSG00000042493","hurdle",1.30931764653236e-49,-2.519133,-1.483815,1.035318,0.605
"195","ENSG00000186074","hurdle",1.54370989202246e-112,-3.282297,-2.021775,1.260522,0.604
"141","ENSG00000159128","hurdle",9.90818777687597e-34,-3.001654,-1.902044,1.09961,0.604
"63","ENSG00000110719","hurdle",2.47928875478791e-24,-2.855095,-1.84828,1.006815,0.604
"171","ENSG00000170866","hurdle",4.9451478373708e-225,-3.292177,-1.752149,1.540028,0.603
"235","ENSG00000261222","hurdle",1.13777536789426e-128,-3.309065,-2.034377,1.274688,0.6
"207","ENSG00000197405","hurdle",5.7613515199446e-156,-3.264116,-1.928898,1.335218,0.6
"107","ENSG00000132514","hurdle",0,-3.276729,-1.213752,2.062977,0.6
"80","ENSG00000118508","hurdle",1.19126165818783e-98,-3.227439,-2.026165,1.201274,0.6
"129","ENSG00000143669","hurdle",1.23452474160292e-44,-3.056031,-1.935025,1.121006,0.599
"126","ENSG00000142512","hurdle",3.54586733298289e-108,-3.271988,-1.999268,1.27272,0.599
"135","ENSG00000152804","hurdle",3.06663776195749e-24,-3.115801,-2.054844,1.060957,0.597
"184","ENSG00000177989","hurdle",2.86366660858109e-43,-3.131077,-2.077963,1.053114,0.594
"94","ENSG00000126883","hurdle",1.72550168747328e-45,-2.998518,-1.957133,1.041385,0.593
"19","ENSG00000067836","hurdle",1.09283239474876e-28,-3.05161,-2.041963,1.009647,0.593
"111","ENSG00000135604","hurdle",1.4253492762017e-42,-3.153495,-2.067388,1.086107,0.591
"6","ENSG00000018280","hurdle",6.42892752505167e-65,-3.156509,-2.021576,1.134933,0.591
"196","ENSG00000187116","hurdle",1.80756644736439e-117,-3.272349,-2.068524,1.203825,0.59
"83","ENSG00000120708","hurdle",1.1076337479674e-38,-3.224699,-2.186223,1.038476,0.59
"159","ENSG00000166165","hurdle",1.86853699299536e-173,-3.294552,-1.935581,1.358971,0.589
"139","ENSG00000158825","hurdle",2.74328796892953e-133,-3.231707,-2.019621,1.212086,0.589
"208","ENSG00000197629","hurdle",2.52162772458873e-35,-3.186433,-2.151515,1.034918,0.587
"172","ENSG00000170873","hurdle",6.8165237026561e-49,-3.095266,-1.991909,1.103357,0.587
"157","ENSG00000165168","hurdle",2.91609955421355e-67,-3.204341,-2.113225,1.091116,0.586
"114","ENSG00000136867","hurdle",7.99689002171205e-60,-3.16807,-2.101269,1.066801,0.584
"193","ENSG00000183779","hurdle",9.66087591704464e-96,-3.276698,-2.131909,1.144789,0.583
"119","ENSG00000139318","hurdle",7.44367737379882e-83,-3.203728,-2.059812,1.143916,0.583
"145","ENSG00000160326","hurdle",1.73742746318893e-56,-3.216989,-2.163805,1.053184,0.582
"62","ENSG00000110079","hurdle",2.16059708813111e-106,-3.312125,-2.184014,1.128111,0.581
"138","ENSG00000158481","hurdle",6.46406815140599e-160,-3.218457,-1.809153,1.409304,0.58
"128","ENSG00000143226","hurdle",9.80349609551765e-73,-3.288019,-2.231099,1.05692,0.579
"61","ENSG00000110077","hurdle",2.73097522593627e-133,-3.069443,-1.784135,1.285308,0.578
"73","ENSG00000114315","hurdle",1.53493268783306e-116,-3.240952,-1.99608,1.244872,0.577
"167","ENSG00000168913","hurdle",3.37372129254399e-157,-3.310976,-2.12487,1.186106,0.575
"173","ENSG00000171051","hurdle",7.5713560702154e-57,-3.225954,-2.209249,1.016705,0.574
"124","ENSG00000141574","hurdle",6.36137497722416e-82,-3.275418,-2.253806,1.021612,0.571
"206","ENSG00000197353","hurdle",5.55822572507331e-258,-3.303739,-1.5908,1.712939,0.567
"110","ENSG00000135047","hurdle",5.01555369023536e-92,-3.288474,-2.285831,1.002643,0.566
"96","ENSG00000128383","hurdle",2.67222597101978e-117,-3.259453,-2.095911,1.163542,0.562
"177","ENSG00000173369","hurdle",1.36120276326037e-299,-3.316098,-1.455563,1.860535,0.56
"88","ENSG00000123689","hurdle",2.71515774245201e-142,-3.203148,-1.969533,1.233615,0.558
