"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.3","log2fold_change","Auc"
"17","ENSG00000042753","hurdle",0,-1.5804045,0.1522124,1.7326169,0.609
"92","ENSG00000126759","hurdle",0,-2.6411588,-0.4261184,2.2150404,0.608
"52","ENSG00000104870","hurdle",0,-2.3232275,-0.2900277,2.0331998,0.606
"77","ENSG00000119655","hurdle",0,-1.8356668,-0.1095603,1.7261065,0.602
"88","ENSG00000125740","hurdle",0,-2.7483254,-0.4877624,2.260563,0.601
"202","ENSG00000197249","hurdle",6.64926718919797e-275,-2.6709647,-0.6448195,2.0261452,0.598
"184","ENSG00000179344","hurdle",9.96067283130349e-206,-1.7845946,-0.2092431,1.5753515,0.598
"48","ENSG00000103187","hurdle",3.3406113907095e-208,-0.5812849,0.5302443,1.1115292,0.597
"46","ENSG00000102265","hurdle",6.65141571704272e-303,-1.50290515,0.05944993,1.56235508,0.597
"114","ENSG00000140749","hurdle",0,-3.0487239,-0.6279797,2.4207442,0.594
"213","ENSG00000204257","hurdle",2.75868045021566e-259,-2.2263402,-0.4033573,1.8229829,0.593
"174","ENSG00000176340","hurdle",0,-1.49455445,0.01757597,1.51213042,0.593
"33","ENSG00000099624","hurdle",0,-0.4530863,0.5992137,1.0523,0.592
"108","ENSG00000136238","hurdle",0,-1.33750001,0.08648473,1.42398474,0.589
"219","ENSG00000216490","hurdle",3.88060708956377e-259,-2.749612,-0.700956,2.048656,0.586
"91","ENSG00000126267","hurdle",0,-0.8227966,0.3284948,1.1512914,0.586
"212","ENSG00000198899","hurdle",1.91728311074827e-300,-0.03249536,0.98128542,1.01378078,0.583
"64","ENSG00000110077","hurdle",0,-3.1515275,-0.9250765,2.226451,0.581
"164","ENSG00000171222","hurdle",0,-1.26025002,0.02840052,1.28865054,0.578
"93","ENSG00000126883","hurdle",0,-3.089616,-0.9390538,2.1505622,0.578
"67","ENSG00000114353","hurdle",0,-2.4012982,-0.6243996,1.7768986,0.578
"172","ENSG00000174886","hurdle",0,-1.2056458,0.1059003,1.3115461,0.577
"21","ENSG00000076944","hurdle",4.65856852293044e-310,-2.1342608,-0.4211422,1.7131186,0.577
"128","ENSG00000147649","hurdle",0,-1.6207291,-0.2005184,1.4202107,0.574
"73","ENSG00000117984","hurdle",0,-1.9329811,-0.3399635,1.5930176,0.574
"72","ENSG00000117410","hurdle",0,-1.7046506,-0.2950395,1.4096111,0.569
"23","ENSG00000084234","hurdle",1.29523607971068e-301,-2.7516571,-0.9548896,1.7967675,0.568
"179","ENSG00000177700","hurdle",0,-1.5147924,-0.2207698,1.2940226,0.567
"20","ENSG00000067082","hurdle",2.01241879099795e-297,-1.31898734,-0.00649886,1.31248848,0.567
"170","ENSG00000173442","hurdle",0,-3.148595,-1.139694,2.008901,0.566
"150","ENSG00000164713","hurdle",0,-2.7923468,-0.9576391,1.8347077,0.566
"146","ENSG00000163221","hurdle",0,-3.310859,-1.08718,2.223679,0.566
"4","ENSG00000010610","hurdle",1.13635098543487e-322,-2.7801421,-0.9796481,1.800494,0.566
"126","ENSG00000146066","hurdle",0,-0.7454916,0.289156,1.0346476,0.565
"148","ENSG00000163931","hurdle",0,-1.9437029,-0.4703669,1.473336,0.564
"97","ENSG00000130313","hurdle",0,-1.7252511,-0.2982052,1.4270459,0.564
"75","ENSG00000119535","hurdle",0,-3.26469,-1.234273,2.030417,0.564
"191","ENSG00000185215","hurdle",0,-3.261843,-1.288805,1.973038,0.563
"139","ENSG00000160593","hurdle",1.61641401740184e-305,-2.270271,-0.742278,1.527993,0.561
"120","ENSG00000142347","hurdle",7.32822973412488e-283,-2.0694139,-0.6141769,1.455237,0.561
"2","ENSG00000002933","hurdle",2.37481067767657e-313,-3.20706,-1.294843,1.912217,0.561
"16","ENSG00000042493","hurdle",4.45357012111146e-240,-2.5531551,-0.9554843,1.5976708,0.56
"15","ENSG00000038427","hurdle",0,-3.296619,-1.268734,2.027885,0.56
"201","ENSG00000196924","hurdle",1.94952613174134e-227,-1.883926,-0.548749,1.335177,0.559
"175","ENSG00000177156","hurdle",0,-1.7302385,-0.3726826,1.3575559,0.558
"127","ENSG00000147123","hurdle",0,-1.05086669,0.02894234,1.07980903,0.558
"123","ENSG00000143384","hurdle",0,-2.2455759,-0.7323334,1.5132425,0.558
"107","ENSG00000135940","hurdle",0,-1.07051159,0.01617107,1.08668266,0.557
"141","ENSG00000162444","hurdle",3.00708114684816e-318,-3.276725,-1.273333,2.003392,0.556
"11","ENSG00000028277","hurdle",4.52159412307979e-258,-2.814555,-1.13208,1.682475,0.556
"61","ENSG00000107738","hurdle",0,-1.6405493,-0.3786613,1.261888,0.554
"10","ENSG00000028137","hurdle",2.71215453310404e-245,-2.747556,-1.155909,1.591647,0.553
"116","ENSG00000141505","hurdle",7.29148311710795e-285,-3.278284,-1.469631,1.808653,0.552
"102","ENSG00000131981","hurdle",3.77715154564957e-165,-2.463144,-1.026241,1.436903,0.552
"188","ENSG00000183011","hurdle",0,-2.276139,-0.858125,1.418014,0.55
"160","ENSG00000170296","hurdle",0,-2.2086228,-0.8625871,1.3460357,0.55
"76","ENSG00000119632","hurdle",1.55774708024233e-309,-2.566403,-1.08295,1.483453,0.55
"178","ENSG00000177674","hurdle",6.84811200743643e-264,-2.508977,-1.006994,1.501983,0.549
"84","ENSG00000124357","hurdle",7.46422811612278e-274,-2.739062,-1.205641,1.533421,0.549
"51","ENSG00000103811","hurdle",3.02241409600102e-228,-2.705585,-1.21283,1.492755,0.549
"159","ENSG00000169020","hurdle",0,-2.0735353,-0.7667823,1.306753,0.548
"153","ENSG00000167470","hurdle",5.1299406590299e-236,-3.01296,-1.378993,1.633967,0.548
"180","ENSG00000177989","hurdle",2.534998608485e-239,-3.163057,-1.574489,1.588568,0.547
"169","ENSG00000173020","hurdle",3.90495659365868e-273,-2.824567,-1.298007,1.52656,0.547
"149","ENSG00000164405","hurdle",0,-1.7026117,-0.5000063,1.2026054,0.547
"109","ENSG00000137161","hurdle",1.46141390606416e-293,-1.9159823,-0.6757712,1.2402111,0.547
"8","ENSG00000023902","hurdle",1.02297218956789e-237,-2.911174,-1.361904,1.54927,0.547
"224","ENSG00000237541","hurdle",2.42870515470732e-68,-1.9884266,-0.9096799,1.0787467,0.546
"230","ENSG00000267519","hurdle",8.70389952996204e-242,-3.244376,-1.573416,1.67096,0.545
"95","ENSG00000129226","hurdle",2.56032202835205e-113,-2.8108,-1.433195,1.377605,0.545
"81","ENSG00000123384","hurdle",7.8128104280873e-247,-3.272399,-1.629131,1.643268,0.545
"70","ENSG00000116586","hurdle",3.12850289706222e-280,-2.1731828,-0.8953154,1.2778674,0.544
"34","ENSG00000099795","hurdle",1.80817317832417e-289,-1.7199532,-0.5641856,1.1557676,0.544
"7","ENSG00000018280","hurdle",4.26011572433975e-234,-3.189704,-1.520499,1.669205,0.544
"222","ENSG00000224397","hurdle",1.80166116869591e-93,-2.79482,-1.461549,1.333271,0.543
"115","ENSG00000141504","hurdle",6.79391003573542e-317,-2.208811,-0.844596,1.364215,0.543
"66","ENSG00000112799","hurdle",5.26226405962661e-151,-2.772487,-1.355638,1.416849,0.543
"57","ENSG00000106066","hurdle",5.60369623335704e-131,-3.020447,-1.647908,1.372539,0.543
"43","ENSG00000101336","hurdle",2.05148399727353e-151,-2.937079,-1.454046,1.483033,0.543
"36","ENSG00000099977","hurdle",8.40014264771325e-317,-1.7630186,-0.5726709,1.1903477,0.542
"217","ENSG00000213145","hurdle",0,-1.2082947,-0.1130157,1.095279,0.541
"41","ENSG00000101160","hurdle",1.28686059754867e-196,-3.10529,-1.633799,1.471491,0.541
"28","ENSG00000090266","hurdle",1.54148481502469e-321,-1.4238033,-0.3576388,1.0661645,0.541
"5","ENSG00000011422","hurdle",1.53247494971535e-186,-3.102172,-1.615467,1.486705,0.541
"1","ENSG00000000938","hurdle",1.90116921164205e-152,-2.545644,-1.249243,1.296401,0.541
"118","ENSG00000141552","hurdle",3.9559762649324e-279,-1.74602,-0.620367,1.125653,0.54
"44","ENSG00000101347","hurdle",4.85385040383059e-195,-2.427037,-1.160496,1.266541,0.54
"85","ENSG00000124762","hurdle",2.35089665829295e-190,-3.212025,-1.714401,1.497624,0.539
"53","ENSG00000104918","hurdle",2.26768710847353e-212,-3.284944,-1.718856,1.566088,0.539
"214","ENSG00000204397","hurdle",1.24197645882358e-229,-2.0919743,-0.8997661,1.1922082,0.538
"192","ENSG00000186350","hurdle",4.38515487966561e-202,-3.225913,-1.714586,1.511327,0.538
"158","ENSG00000168961","hurdle",3.82285195397111e-186,-2.766626,-1.464953,1.301673,0.538
"105","ENSG00000133246","hurdle",9.21081887267286e-204,-3.217806,-1.773751,1.444055,0.538
"68","ENSG00000115350","hurdle",3.99880588905391e-275,-2.0713853,-0.8625923,1.208793,0.538
"31","ENSG00000093010","hurdle",1.60069075720731e-238,-2.439561,-1.127773,1.311788,0.538
"229","ENSG00000251131","hurdle",1.84555313431564e-212,-2.71237,-1.343022,1.369348,0.537
"210","ENSG00000198840","hurdle",7.28695019057998e-254,-2.290913,-1.094149,1.196764,0.537
"163","ENSG00000171051","hurdle",3.13401995244166e-196,-3.252839,-1.7551,1.497739,0.537
"35","ENSG00000099800","hurdle",1.13804966744708e-265,-2.0464553,-0.8670364,1.1794189,0.537
"200","ENSG00000196576","hurdle",5.7624881504079e-184,-3.242879,-1.851723,1.391156,0.536
"167","ENSG00000172922","hurdle",4.27812318753324e-214,-2.1489222,-0.9897088,1.1592134,0.536
"125","ENSG00000145494","hurdle",3.54743520462774e-278,-2.0503681,-0.8860277,1.1643404,0.536
"121","ENSG00000142634","hurdle",6.15567244969902e-142,-2.422453,-1.206342,1.216111,0.536
"103","ENSG00000132205","hurdle",3.40234542774038e-187,-3.231203,-1.809505,1.421698,0.536
"86","ENSG00000124942","hurdle",9.00757546625461e-193,-2.536794,-1.286275,1.250519,0.536
"55","ENSG00000105518","hurdle",1.9708757762733e-178,-2.686438,-1.42846,1.257978,0.536
"186","ENSG00000182154","hurdle",2.477202120787e-246,-2.1168402,-0.9727101,1.1441301,0.535
"71","ENSG00000116701","hurdle",8.14809346955645e-175,-3.124667,-1.747563,1.377104,0.535
"183","ENSG00000179094","hurdle",9.77253004334614e-179,-3.214802,-1.853613,1.361189,0.534
"142","ENSG00000162585","hurdle",4.63930211596563e-236,-1.807,-0.7379305,1.0690695,0.534
"136","ENSG00000158825","hurdle",2.33449262840292e-185,-3.236283,-1.838558,1.397725,0.534
"135","ENSG00000158716","hurdle",3.98118628327386e-207,-2.497971,-1.213539,1.284432,0.534
"196","ENSG00000187840","hurdle",2.50189113407314e-156,-2.869053,-1.62532,1.243733,0.533
"122","ENSG00000142684","hurdle",8.51566848295232e-174,-2.785811,-1.517387,1.268424,0.533
"42","ENSG00000101220","hurdle",3.58647760307154e-226,-2.46681,-1.26845,1.19836,0.533
"203","ENSG00000197629","hurdle",6.07493099236728e-152,-3.197068,-1.894346,1.302722,0.532
"182","ENSG00000178719","hurdle",1.23063374839681e-179,-3.00274,-1.75132,1.25142,0.532
"132","ENSG00000156411","hurdle",3.23010244039754e-254,-2.321172,-1.116161,1.205011,0.532
"98","ENSG00000130489","hurdle",1.06387639839999e-175,-2.910201,-1.56015,1.350051,0.532
"130","ENSG00000148803","hurdle",5.90359585758154e-181,-2.955015,-1.654894,1.300121,0.531
"87","ENSG00000125538","hurdle",8.48394167205775e-165,-3.27875,-1.945032,1.333718,0.531
"79","ENSG00000123146","hurdle",1.39188440850423e-202,-2.420929,-1.234124,1.186805,0.531
"208","ENSG00000198585","hurdle",7.36860822710426e-160,-2.973157,-1.744513,1.228644,0.53
"189","ENSG00000184730","hurdle",1.60234506459084e-141,-3.135301,-1.853083,1.282218,0.53
"176","ENSG00000177556","hurdle",5.56344056390054e-167,-2.840401,-1.650113,1.190288,0.53
"157","ENSG00000168894","hurdle",7.542508563126e-244,-2.155472,-1.044938,1.110534,0.529
"151","ENSG00000164733","hurdle",2.25351367256653e-168,-2.716864,-1.571992,1.144872,0.529
"133","ENSG00000156675","hurdle",6.293667028388e-134,-3.094949,-1.85879,1.236159,0.529
"65","ENSG00000110719","hurdle",1.96120275970783e-192,-2.86029,-1.663545,1.196745,0.529
"62","ENSG00000108179","hurdle",5.18041633767955e-143,-3.147612,-1.922734,1.224878,0.529
"25","ENSG00000085514","hurdle",2.39152942292583e-87,-2.995828,-1.876698,1.11913,0.529
"190","ENSG00000184922","hurdle",3.26722661537409e-242,-2.147249,-1.039831,1.107418,0.528
"187","ENSG00000182511","hurdle",1.54958781120019e-139,-3.228061,-1.98276,1.245301,0.528
"171","ENSG00000173486","hurdle",2.83437966414042e-193,-2.211925,-1.140936,1.070989,0.528
"111","ENSG00000137841","hurdle",4.83565316791298e-143,-3.108478,-1.980239,1.128239,0.528
"32","ENSG00000099331","hurdle",2.23157590694925e-152,-3.086332,-1.835233,1.251099,0.528
"194","ENSG00000186635","hurdle",3.57744055326471e-154,-3.135103,-1.958566,1.176537,0.527
"89","ENSG00000125968","hurdle",2.7512387516058e-116,-3.171698,-2.02583,1.145868,0.527
"82","ENSG00000123689","hurdle",9.05288294568622e-119,-3.216218,-1.690878,1.52534,0.527
"181","ENSG00000178209","hurdle",1.48150128979898e-131,-3.079964,-1.953277,1.126687,0.526
"134","ENSG00000158517","hurdle",2.30384014947819e-149,-2.390787,-1.319115,1.071672,0.526
"58","ENSG00000106263","hurdle",1.59673845167335e-134,-3.099797,-1.963453,1.136344,0.526
"47","ENSG00000102524","hurdle",6.5859206918671e-129,-3.145107,-2.023079,1.122028,0.526
"40","ENSG00000100364","hurdle",4.67597508800173e-119,-3.21868,-2.1515,1.06718,0.526
"225","ENSG00000239998","hurdle",2.50482862668992e-122,-3.199587,-2.092007,1.10758,0.525
"218","ENSG00000214212","hurdle",5.52639427713705e-121,-3.107812,-1.991812,1.116,0.525
"166","ENSG00000172428","hurdle",9.39021166485873e-320,-1.917474,-0.8826954,1.0347786,0.525
"152","ENSG00000165025","hurdle",3.019782536555e-109,-3.161673,-2.08632,1.075353,0.525
"80","ENSG00000123358","hurdle",5.54908689752413e-129,-3.173705,-2.064572,1.109133,0.525
"78","ENSG00000120708","hurdle",2.00859920811235e-111,-3.219589,-2.148152,1.071437,0.525
"54","ENSG00000105048","hurdle",3.50742619067156e-133,-3.303865,-2.184352,1.119513,0.525
"3","ENSG00000010327","hurdle",7.35456194870895e-145,-3.314454,-2.156009,1.158445,0.525
"228","ENSG00000246705","hurdle",8.33085876438328e-164,-2.310163,-1.248033,1.06213,0.524
"193","ENSG00000186407","hurdle",5.47985241152066e-130,-3.266948,-2.149065,1.117883,0.524
"185","ENSG00000181444","hurdle",1.64465949764821e-123,-3.20524,-2.092631,1.112609,0.524
"165","ENSG00000171298","hurdle",2.25123006296593e-133,-3.162512,-2.058908,1.103604,0.524
"156","ENSG00000168071","hurdle",1.62376440182135e-124,-3.130719,-2.014228,1.116491,0.524
"154","ENSG00000167703","hurdle",3.66594827488736e-119,-3.242386,-2.162475,1.079911,0.524
"140","ENSG00000161677","hurdle",3.2753840228998e-168,-2.600735,-1.477742,1.122993,0.524
"100","ENSG00000131042","hurdle",1.08181560216208e-117,-3.133794,-1.979917,1.153877,0.524
"90","ENSG00000126247","hurdle",4.98462444455987e-121,-2.882328,-1.838151,1.044177,0.524
"209","ENSG00000198736","hurdle",2.83511299360696e-134,-2.978702,-1.873886,1.104816,0.523
"173","ENSG00000175489","hurdle",3.94057557995983e-91,-3.036791,-1.982831,1.05396,0.523
"168","ENSG00000172932","hurdle",6.48011825150343e-119,-2.986675,-1.961502,1.025173,0.523
"138","ENSG00000159714","hurdle",6.20851270694766e-120,-3.270424,-2.19892,1.071504,0.523
"129","ENSG00000148180","hurdle",4.27292728006968e-72,-2.987987,-1.963958,1.024029,0.523
"104","ENSG00000132334","hurdle",5.43528185469263e-103,-3.069956,-2.046841,1.023115,0.523
"147","ENSG00000163386","hurdle",9.70467393833617e-121,-3.126849,-2.123683,1.003166,0.522
"131","ENSG00000155465","hurdle",2.29501937499847e-111,-3.205928,-2.171583,1.034345,0.522
"117","ENSG00000141526","hurdle",9.29230648324402e-115,-3.004187,-1.991363,1.012824,0.522
"119","ENSG00000142089","hurdle",1.17720144267747e-79,-2.266233,-1.213737,1.052496,0.521
"69","ENSG00000116260","hurdle",3.52949754252542e-119,-3.09948,-2.080321,1.019159,0.521
"13","ENSG00000032444","hurdle",8.55524056991283e-127,-3.120428,-2.111565,1.008863,0.521
"56","ENSG00000105887","hurdle",2.42768553058753e-122,-2.537704,-1.530861,1.006843,0.52
"177","ENSG00000177663","hurdle",4.47249863302099e-99,-3.077507,-2.059675,1.017832,0.519
"113","ENSG00000140575","hurdle",3.02017260994793e-156,-2.793689,-1.76823,1.025459,0.519
"63","ENSG00000109743","hurdle",1.48531021056625e-101,-3.28374,-2.28076,1.00298,0.519
"60","ENSG00000106605","hurdle",1.98670212612152e-133,-2.74813,-1.747288,1.000842,0.519
"195","ENSG00000187608","hurdle",6.9823597565078e-213,-1.767366,-0.462566,1.3048,0.509
