"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.2","log2fold_change","Auc"
"284","ENSG00000136156","hurdle",7.19269655296806e-118,0.367197,2.128439,1.761242,0.855
"255","ENSG00000130830","hurdle",2.39720463345246e-293,-3.148947,1.572,4.720947,0.854
"491","ENSG00000177697","hurdle",4.18500703651494e-248,-2.783306,1.259407,4.042713,0.853
"108","ENSG00000102265","hurdle",4.82334257804122e-161,-1.44541,1.612583,3.057993,0.852
"82","ENSG00000099785","hurdle",1.8875168075325e-315,-2.981341,1.556165,4.537506,0.852
"166","ENSG00000111640","hurdle",6.73717079213946e-98,0.7266206,2.3848579,1.6582373,0.85
"9","ENSG00000010278","hurdle",2.84984876186338e-291,-3.244023,1.577542,4.821565,0.85
"426","ENSG00000166333","hurdle",0,-2.634715,1.783334,4.418049,0.847
"101","ENSG00000101439","hurdle",6.55816346110471e-114,-0.728657,1.717936,2.446593,0.845
"428","ENSG00000166681","hurdle",5.24961306497779e-239,-2.408797,1.30391,3.712707,0.844
"347","ENSG00000148484","hurdle",1.59005290489419e-269,-2.523977,1.301303,3.82528,0.843
"372","ENSG00000156265","hurdle",2.80332213480579e-295,-3.255878,1.975606,5.231484,0.841
"592","ENSG00000223855","hurdle",1.0135370591878e-301,-3.311503,1.35985,4.671353,0.839
"349","ENSG00000148834","hurdle",0,-1.950007,1.926131,3.876138,0.839
"327","ENSG00000143761","hurdle",8.68498899677533e-204,-1.2158,1.49916,2.71496,0.839
"170","ENSG00000112576","hurdle",5.91154731069643e-198,-1.124277,1.595332,2.719609,0.839
"513","ENSG00000184113","hurdle",2.56290861923051e-293,-3.304122,1.740069,5.044191,0.836
"143","ENSG00000107438","hurdle",5.66630951306092e-252,-2.911003,1.250407,4.16141,0.836
"530","ENSG00000187109","hurdle",1.14641240183922e-190,-0.7032474,1.8374641,2.5407115,0.834
"539","ENSG00000188677","hurdle",2.46120036638559e-277,-2.998733,1.514998,4.513731,0.828
"489","ENSG00000177156","hurdle",2.48727210837424e-196,-1.689682,1.396978,3.08666,0.828
"105","ENSG00000101856","hurdle",3.471234963518e-255,-3.075483,1.148984,4.224467,0.826
"360","ENSG00000150681","hurdle",4.94157109058128e-263,-3.275716,1.387943,4.663659,0.821
"409","ENSG00000163041","hurdle",2.25921339703259e-208,-2.2095533,0.9237729,3.1333262,0.805
"71","ENSG00000088832","hurdle",7.60807066933423e-174,-1.495668,1.225118,2.720786,0.804
"67","ENSG00000087460","hurdle",1.60695627906709e-219,-1.747388,1.382381,3.129769,0.801
"556","ENSG00000197903","hurdle",5.93351495302235e-211,-2.954147,0.88336,3.837507,0.797
"72","ENSG00000088986","hurdle",1.4472637939654e-149,-1.528017,1.306375,2.834392,0.79
"344","ENSG00000148180","hurdle",8.0165626629132e-170,-2.9906095,0.8589558,3.8495653,0.789
"69","ENSG00000088726","hurdle",1.89589953625662e-254,-3.318031,1.273465,4.591496,0.789
"550","ENSG00000196924","hurdle",1.32209668228004e-123,-1.841698,1.075314,2.917012,0.785
"114","ENSG00000102804","hurdle",2.04625734202409e-234,-3.221948,1.843883,5.065831,0.785
"216","ENSG00000124491","hurdle",5.51358395277606e-220,-3.3012323,0.6879316,3.9891639,0.783
"597","ENSG00000228474","hurdle",6.64602709333208e-132,-0.6471045,1.4240721,2.0711766,0.777
"235","ENSG00000127314","hurdle",1.73275533406608e-216,-1.862998,1.154117,3.017115,0.776
"532","ENSG00000187699","hurdle",1.69670878955623e-232,-3.3143596,0.9257337,4.2400933,0.775
"436","ENSG00000167468","hurdle",1.3099047514678e-135,-0.7529332,1.4126987,2.1656319,0.775
"48","ENSG00000072110","hurdle",5.31048899797533e-171,-2.7508448,0.7614683,3.5123131,0.773
"421","ENSG00000165682","hurdle",6.24635302986367e-233,-3.3151658,0.7973861,4.1125519,0.772
"134","ENSG00000105701","hurdle",1.95656531361342e-162,-1.243598,1.215045,2.458643,0.772
"225","ENSG00000125534","hurdle",7.46183423223524e-135,0.0754742,1.9221299,1.8466557,0.768
"353","ENSG00000149564","hurdle",9.4323943835586e-210,-3.2975501,0.7739856,4.0715357,0.766
"305","ENSG00000140416","hurdle",1.74668796189528e-200,-3.1731689,0.6680645,3.8412334,0.766
"122","ENSG00000104267","hurdle",3.84768875381351e-212,-3.288521,0.8309465,4.1194675,0.765
"77","ENSG00000092531","hurdle",5.03921290124548e-180,-2.6671951,0.7791641,3.4463592,0.765
"212","ENSG00000123416","hurdle",2.35846285530861e-118,-0.9594669,1.3103366,2.2698035,0.764
"419","ENSG00000165233","hurdle",1.89185457091869e-168,-2.411712,1.018675,3.430387,0.762
"290","ENSG00000137198","hurdle",1.33574930009921e-214,-3.304104,0.7095485,4.0136525,0.76
"356","ENSG00000149925","hurdle",2.36206786273985e-98,-0.3866471,1.3981013,1.7847484,0.751
"14","ENSG00000014216","hurdle",1.11022643439052e-139,-2.5174318,0.5693165,3.0867483,0.751
"210","ENSG00000123091","hurdle",1.32547926906693e-161,-2.8882337,0.4876119,3.3758456,0.75
"153","ENSG00000108960","hurdle",3.29088337989372e-176,-3.2154559,0.5628984,3.7783543,0.746
"53","ENSG00000076944","hurdle",2.08818750974105e-79,-2.0556971,0.5724102,2.6281073,0.746
"402","ENSG00000162366","hurdle",1.64302640170677e-201,-3.3144407,0.8072134,4.1216541,0.745
"49","ENSG00000072135","hurdle",4.26936192893114e-135,-2.6135426,0.6407692,3.2543118,0.743
"128","ENSG00000105329","hurdle",1.15658114279412e-138,-2.1680724,0.8257236,2.993796,0.741
"163","ENSG00000110934","hurdle",1.38617165250105e-128,-1.2684,1.076126,2.344526,0.74
"313","ENSG00000142046","hurdle",1.08393649599462e-135,-3.1362842,0.4128225,3.5491067,0.739
"384","ENSG00000158856","hurdle",1.57297577977962e-168,-3.27450538,0.08225662,3.356762,0.736
"520","ENSG00000184702","hurdle",2.9492148261213e-195,-3.314818,0.261269,3.576087,0.734
"460","ENSG00000170043","hurdle",1.43558253455648e-113,-1.038915,1.018433,2.057348,0.733
"302","ENSG00000140264","hurdle",2.867155936933e-76,0.830992,2.147783,1.316791,0.733
"206","ENSG00000122643","hurdle",1.38444123682705e-216,-2.896628,0.9512211,3.8478491,0.733
"194","ENSG00000118855","hurdle",3.56782430569597e-142,-3.0029907,0.4452715,3.4482622,0.732
"185","ENSG00000115956","hurdle",4.60726150776603e-103,-2.3095564,0.7240723,3.0336287,0.73
"437","ENSG00000167553","hurdle",8.9828385389423e-147,-3.121448,0.365099,3.486547,0.729
"324","ENSG00000143549","hurdle",5.20058807097213e-73,-1.0967954,0.7766709,1.8734663,0.729
"46","ENSG00000071127","hurdle",1.59285013792929e-94,-1.9957804,0.4438557,2.4396361,0.729
"570","ENSG00000204420","hurdle",5.91195105591342e-163,-3.31178116,0.09550465,3.40728581,0.728
"518","ENSG00000184602","hurdle",1.55888433531125e-137,-3.1246857,0.2261077,3.3507934,0.726
"79","ENSG00000095303","hurdle",1.16319591207813e-160,-3.29419,0.06746473,3.36165473,0.721
"304","ENSG00000140374","hurdle",8.29688729881466e-124,-2.5249757,0.4899611,3.0149368,0.716
"40","ENSG00000068796","hurdle",3.14870554418089e-109,-2.4633638,0.3846944,2.8480582,0.716
"405","ENSG00000162704","hurdle",2.19784087937593e-69,-0.9801399,0.8362424,1.8163823,0.715
"439","ENSG00000167642","hurdle",2.07628494304164e-102,-2.4502825,0.3556539,2.8059364,0.714
"243","ENSG00000128294","hurdle",5.21491378881629e-98,-2.205476,0.626699,2.832175,0.711
"168","ENSG00000112096","hurdle",2.90211518438265e-98,-2.6265963,0.2330815,2.8596778,0.711
"247","ENSG00000129226","hurdle",3.52695529278502e-77,-2.7697923,0.3668303,3.1366226,0.71
"27","ENSG00000050393","hurdle",1.90755167899706e-131,-2.9680363,0.4076585,3.3756948,0.71
"70","ENSG00000088826","hurdle",5.9611386032197e-161,-3.313718,0.1445336,3.4582516,0.707
"21","ENSG00000034713","hurdle",1.87082810879911e-67,-1.4185455,0.4902787,1.9088242,0.707
"395","ENSG00000160789","hurdle",2.44387863672674e-109,-3.116413,0.120071,3.236484,0.706
"55","ENSG00000078668","hurdle",2.42522077004457e-100,-2.1473452,0.3487891,2.4961343,0.706
"218","ENSG00000124635","hurdle",3.78684672231706e-158,-3.292143,0.427901,3.720044,0.704
"263","ENSG00000132471","hurdle",9.03775639648259e-97,-2.508092,0.141399,2.649491,0.701
"257","ENSG00000131171","hurdle",8.33593552277822e-76,-1.7192543,0.4501471,2.1694014,0.701
"51","ENSG00000074416","hurdle",1.08644128869218e-130,-3.2569892,0.1132498,3.370239,0.7
"119","ENSG00000103769","hurdle",6.53252224924157e-111,-2.456522,0.254983,2.711505,0.699
"390","ENSG00000159840","hurdle",5.46788123379668e-84,-2.4222125,0.2771214,2.6993339,0.698
"2","ENSG00000002586","hurdle",1.51641236085936e-37,-0.3328625,1.0168862,1.3497487,0.697
"512","ENSG00000184009","hurdle",3.96703277606406e-35,1.186752,2.212806,1.026054,0.695
"193","ENSG00000118508","hurdle",3.36508122980863e-119,-3.1951755,0.1515063,3.3466818,0.695
"86","ENSG00000100243","hurdle",8.94740609347028e-96,-2.7120019,0.1302007,2.8422026,0.695
"205","ENSG00000122257","hurdle",8.34131798213156e-88,-2.5252221,0.1908348,2.7160569,0.692
"16","ENSG00000022267","hurdle",1.30548571330191e-113,-3.07321969,-0.06378123,3.00943846,0.692
"138","ENSG00000105993","hurdle",1.11229672011007e-130,-2.2319312,0.4564375,2.6883687,0.69
"543","ENSG00000189403","hurdle",4.38159276809237e-64,-0.3215217,1.1220781,1.4435998,0.689
"524","ENSG00000185340","hurdle",3.43349187315769e-140,-3.2966198,0.2123566,3.5089764,0.689
"492","ENSG00000178057","hurdle",2.72913558687485e-93,-1.7405283,0.5597617,2.30029,0.689
"214","ENSG00000123739","hurdle",8.16907461039914e-114,-2.96042101,0.04879375,3.00921476,0.689
"151","ENSG00000108846","hurdle",8.45143129509166e-128,-3.2999838,-0.1659194,3.1340644,0.689
"585","ENSG00000213658","hurdle",3.59670743268267e-60,-1.1034981,0.6377646,1.7412627,0.688
"571","ENSG00000204424","hurdle",8.46144821186023e-157,-3.319759,-0.155166,3.164593,0.687
"144","ENSG00000108039","hurdle",3.21328123517861e-95,-3.121545,-0.044426,3.077119,0.687
"603","ENSG00000235162","hurdle",4.85362376420908e-53,-1.7819589,0.3721658,2.1541247,0.684
"88","ENSG00000100345","hurdle",9.21044375349468e-74,-2.3567888,0.1423968,2.4991856,0.682
"619","ENSG00000259207","hurdle",1.22699683722833e-142,-3.319001,-0.282731,3.03627,0.681
"404","ENSG00000162614","hurdle",1.95254373142357e-133,-3.31236678,-0.09704386,3.21532292,0.681
"362","ENSG00000151023","hurdle",1.1420367726418e-143,-3.3151264,0.1468995,3.4620259,0.681
"564","ENSG00000198899","hurdle",3.16432310594636e-48,0.004882871,1.545982596,1.541099725,0.679
"627","ENSG00000272053","hurdle",1.01176665763061e-116,-3.1928469,0.2029059,3.3957528,0.678
"387","ENSG00000159346","hurdle",1.05850390493247e-87,-2.70123652,-0.06018263,2.64105389,0.677
"342","ENSG00000147443","hurdle",4.73510920781265e-53,-1.5913872,0.3719682,1.9633554,0.677
"335","ENSG00000146376","hurdle",4.26570749662023e-112,-3.21791887,-0.03613282,3.18178605,0.676
"107","ENSG00000102178","hurdle",4.45348905482405e-90,-2.8455336,-0.08144599,2.76408761,0.676
"474","ENSG00000173660","hurdle",4.91099662795184e-51,-0.8821245,0.6318439,1.5139684,0.675
"481","ENSG00000175602","hurdle",4.15465582303566e-55,-0.8777219,0.6994782,1.5772001,0.673
"222","ENSG00000125037","hurdle",8.17057028498024e-82,-2.40380811,0.08968005,2.49348816,0.673
"204","ENSG00000121766","hurdle",6.45983706561604e-77,-2.76124555,-0.001509992,2.759735558,0.67
"169","ENSG00000112335","hurdle",4.52409893028316e-79,-1.4076585,0.5531004,1.9607589,0.67
"515","ENSG00000184182","hurdle",5.65354519324187e-62,-2.38360653,-0.05732602,2.32628051,0.667
"505","ENSG00000182551","hurdle",7.54260312258775e-65,-2.30618694,-0.04458586,2.26160108,0.667
"43","ENSG00000070190","hurdle",1.05076970568747e-90,-3.1027675,-0.1991935,2.903574,0.666
"541","ENSG00000188921","hurdle",3.28066927594177e-62,-2.7456082,-0.3129736,2.4326346,0.665
"509","ENSG00000183726","hurdle",6.12797430627138e-63,-1.7352781,0.2527656,1.9880437,0.665
"357","ENSG00000149932","hurdle",8.5647876254951e-50,-1.5370616,0.2456221,1.7826837,0.665
"126","ENSG00000104903","hurdle",5.03135596534336e-115,-2.8615808,0.5408768,3.4024576,0.665
"440","ENSG00000167644","hurdle",5.31087604990529e-117,-3.295308,-0.2999037,2.9954043,0.663
"109","ENSG00000102316","hurdle",4.2632076493065e-72,-2.6441923,-0.1577124,2.4864799,0.663
"339","ENSG00000146859","hurdle",2.44236571802044e-102,-3.1466832,-0.1258974,3.0207858,0.662
"626","ENSG00000267279","hurdle",4.6565656251616e-131,-3.3177874,-0.1266771,3.1911103,0.661
"523","ENSG00000185245","hurdle",2.11274210546955e-124,-3.3175025,-0.3664573,2.9510452,0.661
"262","ENSG00000132383","hurdle",2.5671204523649e-94,-2.8837484,-0.0537398,2.8300086,0.66
"197","ENSG00000119684","hurdle",6.1592726998897e-83,-3.1743161,-0.3445388,2.8297773,0.66
"561","ENSG00000198858","hurdle",5.04256821750233e-85,-2.4031074,-0.0669528,2.3361546,0.659
"588","ENSG00000213977","hurdle",8.15194318675881e-88,-2.9462086,-0.1808718,2.7653368,0.658
"135","ENSG00000105711","hurdle",7.48381829956615e-111,-3.3087406,-0.3310793,2.9776613,0.658
"385","ENSG00000158869","hurdle",9.00840547497135e-26,-1.0903157,0.3613605,1.4516762,0.655
"332","ENSG00000144746","hurdle",2.07362260118648e-37,-1.0293291,0.3830783,1.4124074,0.654
"91","ENSG00000100387","hurdle",9.24348774785528e-56,-2.0218992,0.02399478,2.04589398,0.654
"273","ENSG00000134548","hurdle",1.82103810685616e-122,-3.3152486,-0.3289328,2.9863158,0.652
"187","ENSG00000116717","hurdle",1.11783988545124e-70,-3.0299002,-0.3784676,2.6514326,0.652
"268","ENSG00000133606","hurdle",1.04343452085451e-71,-2.50362448,-0.06861686,2.43500762,0.651
"329","ENSG00000143811","hurdle",1.16853161002208e-62,-2.31687946,-0.06446305,2.25241641,0.649
"569","ENSG00000204323","hurdle",6.48938659446117e-94,-3.2909099,-0.1768403,3.1140696,0.648
"211","ENSG00000123405","hurdle",3.69820932791144e-84,-3.2541418,-0.2007379,3.0534039,0.648
"612","ENSG00000246705","hurdle",5.53747590775398e-49,-2.2755897,-0.1000652,2.1755245,0.646
"318","ENSG00000143321","hurdle",3.47492724099025e-81,-3.0220152,-0.3083328,2.7136824,0.646
"399","ENSG00000161203","hurdle",8.83496048769389e-47,-1.6353916,0.1565815,1.7919731,0.645
"277","ENSG00000135218","hurdle",1.35607115741576e-95,-3.2832508,-0.3848436,2.8984072,0.645
"123","ENSG00000104763","hurdle",1.34757808638519e-66,-2.4750058,-0.1352016,2.3398042,0.644
"5","ENSG00000005249","hurdle",2.8348534106913e-110,-3.3153138,-0.4466418,2.868672,0.643
"13","ENSG00000013810","hurdle",6.90357212868787e-70,-2.8604128,-0.3358301,2.5245827,0.641
"538","ENSG00000188229","hurdle",1.40322883861083e-47,-2.6002004,-0.4231113,2.1770891,0.64
"312","ENSG00000141873","hurdle",9.38860715874396e-71,-2.8306828,-0.4030632,2.4276196,0.639
"22","ENSG00000035403","hurdle",1.21571948553713e-68,-3.1711265,-0.5664178,2.6047087,0.639
"343","ENSG00000148175","hurdle",1.62045214554138e-60,-2.8513578,-0.3584723,2.4928855,0.638
"422","ENSG00000165702","hurdle",3.4218555439541e-87,-3.3103863,-0.6076134,2.7027729,0.637
"373","ENSG00000156381","hurdle",5.05736066126905e-84,-3.3038515,-0.6568136,2.6470379,0.637
"244","ENSG00000128309","hurdle",8.88672492110555e-48,-2.9105983,-0.6338214,2.2767769,0.637
"137","ENSG00000105887","hurdle",7.232883131328e-54,-2.5092123,-0.1076845,2.4015278,0.637
"294","ENSG00000138449","hurdle",3.58087941507457e-75,-3.1020049,-0.4772107,2.6247942,0.636
"459","ENSG00000170035","hurdle",1.07201185546717e-50,-2.4891626,-0.2966617,2.1925009,0.635
"502","ENSG00000182093","hurdle",4.54187582760899e-69,-3.0634044,-0.4716951,2.5917093,0.632
"133","ENSG00000105698","hurdle",1.95803341473775e-56,-2.6355619,-0.3212347,2.3143272,0.632
"377","ENSG00000157514","hurdle",1.20011428912888e-26,-0.7276678,0.542123,1.2697908,0.631
"102","ENSG00000101470","hurdle",7.50044222469793e-87,-3.308745,-0.740595,2.56815,0.631
"63","ENSG00000086232","hurdle",2.84212688330858e-49,-2.7713054,-0.5374694,2.233836,0.631
"62","ENSG00000085733","hurdle",8.44495017482877e-110,-3.31923,-0.55801,2.76122,0.631
"563","ENSG00000198898","hurdle",1.11903650835579e-46,-2.5606087,-0.5182555,2.0423532,0.63
"366","ENSG00000153071","hurdle",1.98420585620645e-69,-3.2733495,-0.6029255,2.670424,0.63
"199","ENSG00000119801","hurdle",3.07936422122616e-55,-2.27024,-0.2357838,2.0344562,0.63
"98","ENSG00000101082","hurdle",6.39574892001023e-47,-2.9943164,-0.7962885,2.1980279,0.627
"84","ENSG00000100181","hurdle",1.63120812643517e-87,-3.281978,-0.645995,2.635983,0.627
"609","ENSG00000243317","hurdle",1.29142574636896e-39,-2.2314884,-0.3463224,1.885166,0.626
"378","ENSG00000157978","hurdle",1.88973650928075e-48,-2.2280918,-0.2129368,2.015155,0.623
"221","ENSG00000124762","hurdle",2.74417991449118e-51,-3.1495176,-0.7188298,2.4306878,0.621
"24","ENSG00000042753","hurdle",3.89541769130241e-32,-1.48806807,0.01538731,1.50345538,0.621
"591","ENSG00000222041","hurdle",1.11083563311453e-36,-2.5574398,-0.4668656,2.0905742,0.62
"176","ENSG00000113924","hurdle",2.33391228345398e-92,-3.318033,-0.78394,2.534093,0.62
"340","ENSG00000147065","hurdle",3.45689947161892e-35,-2.056172,-0.3031,1.753072,0.619
"228","ENSG00000125898","hurdle",6.81048293565754e-67,-2.7489343,-0.1276915,2.6212428,0.619
"582","ENSG00000213246","hurdle",1.58831285385127e-37,-1.861696,-0.203981,1.657715,0.618
"471","ENSG00000172965","hurdle",1.39484695269027e-42,-3.095454,-0.8688749,2.2265791,0.618
"463","ENSG00000171552","hurdle",6.18546997653721e-43,-3.0582795,-0.8507692,2.2075103,0.618
"175","ENSG00000113732","hurdle",1.31488898512747e-32,-0.7047694,0.4486842,1.1534536,0.618
"558","ENSG00000198586","hurdle",1.15672840084559e-38,-2.7094646,-0.6618606,2.047604,0.617
"554","ENSG00000197746","hurdle",1.58134561852803e-13,-1.2413287,-0.0619321,1.1793966,0.617
"456","ENSG00000169682","hurdle",1.68690706495589e-28,-2.8392603,-0.9365637,1.9026966,0.617
"438","ENSG00000167641","hurdle",2.54088245062176e-56,-3.1984465,-0.6545636,2.5438829,0.617
"47","ENSG00000072042","hurdle",3.34699741638669e-46,-2.8196804,-0.6153453,2.2043351,0.617
"535","ENSG00000187837","hurdle",3.43333295445968e-32,-1.972924,-0.2174236,1.7555004,0.615
"503","ENSG00000182179","hurdle",4.36788551889619e-39,-3.014791,-0.9447655,2.0700255,0.615
"314","ENSG00000142192","hurdle",2.23120747046534e-47,-3.0619009,-0.6436528,2.4182481,0.615
"184","ENSG00000115935","hurdle",2.86193360650256e-36,-2.2746223,-0.4771783,1.797444,0.615
"475","ENSG00000174175","hurdle",3.75908329306531e-78,-3.318462,-1.038152,2.28031,0.614
"36","ENSG00000065534","hurdle",7.84770371458881e-79,-3.3169329,-0.9689097,2.3480232,0.614
"560","ENSG00000198843","hurdle",2.21371405102991e-35,-2.0817385,-0.3597673,1.7219712,0.613
"483","ENSG00000175854","hurdle",3.22518933402918e-42,-2.853516,-0.753022,2.100494,0.613
"363","ENSG00000152061","hurdle",4.47790827441084e-46,-2.9442587,-0.6641435,2.2801152,0.613
"260","ENSG00000131504","hurdle",2.70885997906254e-41,-2.6844449,-0.5425602,2.1418847,0.613
"54","ENSG00000077549","hurdle",5.9616880869541e-31,-0.4756806,0.5441878,1.0198684,0.613
"279","ENSG00000135404","hurdle",6.17252694518364e-16,-1.245458222,0.000445649,1.245903871,0.611
"549","ENSG00000196923","hurdle",9.16624284344539e-46,-3.1937581,-0.9705947,2.2231634,0.61
"447","ENSG00000168118","hurdle",3.52596467701208e-35,-2.5172338,-0.6503489,1.8668849,0.61
"93","ENSG00000100504","hurdle",2.04453310936333e-62,-3.289704,-0.8721647,2.4175393,0.61
"83","ENSG00000099817","hurdle",1.02721409517417e-32,-1.9183301,-0.3738939,1.5444362,0.61
"73","ENSG00000089053","hurdle",1.06697717300029e-39,-2.55463,-0.5493132,2.0053168,0.61
"397","ENSG00000161011","hurdle",6.28163245205256e-28,-2.1061391,-0.4803046,1.6258345,0.609
"95","ENSG00000100614","hurdle",1.81993345479124e-38,-3.066244,-0.9716392,2.0946048,0.609
"189","ENSG00000117586","hurdle",3.5237915912627e-73,-3.3144209,-0.9033616,2.4110593,0.608
"150","ENSG00000108839","hurdle",7.39098599053395e-76,-3.320562,-1.036127,2.284435,0.608
"116","ENSG00000102901","hurdle",1.11634727984707e-44,-2.9697329,-0.7360323,2.2337006,0.608
"87","ENSG00000100266","hurdle",5.98473302672324e-45,-3.0510926,-0.7169833,2.3341093,0.608
"147","ENSG00000108405","hurdle",1.99071108602631e-61,-3.2783837,-0.9207734,2.3576103,0.607
"577","ENSG00000205581","hurdle",1.80026616400257e-48,-0.7706562,0.5037741,1.2744303,0.606
"285","ENSG00000136238","hurdle",1.14498681161803e-19,-1.2696013,-0.1081965,1.1614048,0.606
"278","ENSG00000135334","hurdle",8.87663774050515e-39,-2.7025411,-0.6665688,2.0359723,0.606
"68","ENSG00000088053","hurdle",8.71316982591572e-76,-3.318214,-1.012503,2.305711,0.605
"280","ENSG00000135604","hurdle",3.12403113094847e-54,-3.1124513,-0.7203061,2.3921452,0.604
"39","ENSG00000067560","hurdle",1.0381840688911e-22,-1.12639281,0.02067769,1.1470705,0.604
"514","ENSG00000184178","hurdle",2.60819546632613e-54,-3.242443,-1.033376,2.209067,0.603
"622","ENSG00000261253","hurdle",1.16789640302299e-75,-3.32108,-1.03696,2.28412,0.602
"575","ENSG00000205309","hurdle",3.57248373609354e-66,-3.306374,-1.100251,2.206123,0.602
"557","ENSG00000198478","hurdle",6.88253101101924e-70,-3.314961,-1.036497,2.278464,0.602
"258","ENSG00000131188","hurdle",1.02489694173012e-35,-2.7329593,-0.7651928,1.9677665,0.602
"171","ENSG00000112679","hurdle",6.40848961006366e-38,-2.865826,-0.8051017,2.0607243,0.602
"338","ENSG00000146834","hurdle",7.85635728340676e-42,-3.0716718,-0.9608906,2.1107812,0.601
"319","ENSG00000143353","hurdle",7.89298261431607e-44,-3.1021899,-0.9621406,2.1400493,0.601
"568","ENSG00000204310","hurdle",2.18220102425207e-30,-3.080273,-1.179065,1.901208,0.6
"286","ENSG00000136279","hurdle",1.28228607300625e-37,-1.9578809,-0.2892534,1.6686275,0.6
"259","ENSG00000131236","hurdle",3.78670906297517e-31,-1.20988004,0.08549531,1.29537535,0.6
"545","ENSG00000196565","hurdle",1.31975923039372e-85,-3.31908698,-0.03253803,3.28654895,0.599
"485","ENSG00000176170","hurdle",3.67294566064409e-57,-3.294191,-1.017629,2.276562,0.599
