"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.3","log2fold_change","Auc"
"184","S100a11","hurdle",6.64554843007115e-20,-1.1701639,0.8921233,2.0622872,0.796
"151","Phlda1","hurdle",5.905782510028e-22,-1.5351933,0.8359559,2.3711492,0.791
"114","Krt19","hurdle",3.24562598465524e-21,-1.170164,1.194703,2.364867,0.79
"226","Tubb6","hurdle",1.47693219088184e-15,0.3015295,1.6138286,1.3122991,0.778
"139","Ngfrap1","hurdle",1.76302236996085e-15,1.02885,2.312125,1.283275,0.778
"218","Tnfrsf12a","hurdle",9.2549506640827e-19,-1.4029859,0.6164244,2.0194103,0.772
"231","Wnk1","hurdle",1.38905957997274e-15,-0.4042498,1.1390518,1.5433016,0.768
"60","Dstn","hurdle",4.93344419793897e-15,0.9420017,2.1032795,1.1612778,0.767
"80","Flna","hurdle",1.05720691801144e-15,0.5304412,1.8714711,1.3410299,0.764
"91","Glipr2","hurdle",1.13958402847042e-16,-1.3053043,0.6384844,1.9437887,0.763
"42","Clic1","hurdle",3.74700937200604e-15,-0.6976955,0.9811335,1.678829,0.762
"40","Cldn4","hurdle",1.73303752416842e-15,-1.0076637,0.8859893,1.893653,0.76
"3","Acta1","hurdle",2.85440207305964e-16,0.6810545,2.332567,1.6515125,0.76
"36","Cd9","hurdle",7.86959083261503e-14,0.0104716,1.363138,1.3526664,0.758
"64","Ehd1","hurdle",1.15505296980699e-13,-0.04759237,1.21441856,1.26201093,0.757
"136","Myo1c","hurdle",1.17226152262123e-13,-0.1712393,1.1130284,1.2842677,0.756
"232","Wnt4","hurdle",1.41775829035817e-17,-2.1050056,0.1375035,2.2425091,0.748
"194","Slc2a1","hurdle",1.0046591076187e-12,0.5760175,1.9934533,1.4174358,0.747
"183","S100a10","hurdle",2.04312466507383e-11,0.1633281,1.3587152,1.1953871,0.735
"57","Cyb5r3","hurdle",9.41822255283506e-12,-0.3303124,0.9520694,1.2823818,0.73
"123","Lpp","hurdle",8.92427195046373e-13,-0.9885802,0.7708707,1.7594509,0.728
"41","Cldn6","hurdle",3.19735974155746e-11,-0.5365785,0.6745176,1.2110961,0.726
"103","Ilk","hurdle",4.66934328680783e-11,-0.5931066,0.6957133,1.2888199,0.725
"33","Capns1","hurdle",3.8517900572557e-11,-0.6976955,0.6530058,1.3507013,0.725
"95","Gsn","hurdle",1.0732788797306e-14,-2.14670491,0.06333987,2.21004478,0.72
"97","Hbegf","hurdle",4.68472549416284e-14,-1.8426564,0.4434396,2.286096,0.716
"89","Gadd45b","hurdle",3.04536868630315e-11,-1.0466052,0.3395414,1.3861466,0.715
"11","Amotl1","hurdle",7.11012015565711e-11,-1.1701639,0.2468509,1.4170148,0.714
"149","Peg10","hurdle",2.08283752133591e-09,0.1718346,1.4066352,1.2348006,0.711
"108","Itga6","hurdle",3.10192842553827e-10,-0.7290256,0.6602121,1.3892377,0.709
"71","Esd","hurdle",2.13333590248545e-09,-0.08764199,1.04308543,1.13072742,0.709
"14","Anxa1","hurdle",2.49965483524495e-12,-1.8087888,0.1477938,1.9565826,0.708
"43","Clic4","hurdle",2.49697223324684e-09,-0.4297623,0.7371928,1.1669551,0.707
"223","Tsc22d1","hurdle",3.12412360500231e-09,0.01992573,1.09186639,1.07194066,0.705
"157","Plec","hurdle",1.75509674404853e-09,-0.6976955,0.6238153,1.3215108,0.704
"104","Iqgap1","hurdle",3.69389865686564e-09,-0.5505042,0.5940218,1.144526,0.704
"78","Fem1b","hurdle",4.98619307127016e-09,-0.1712393,0.9925972,1.1638365,0.702
"10","Akap2","hurdle",3.86538331084755e-12,-1.8773383,-0.1595962,1.7177421,0.701
"24","Arl4c","hurdle",6.68329929452482e-10,-1.1918264,0.3214736,1.5133,0.699
"134","Myadm","hurdle",5.51909288916177e-09,-0.6670313,0.6015281,1.2685594,0.698
"122","Lmna","hurdle",1.32367404872207e-10,-1.65043975,-0.04969325,1.6007465,0.697
"221","Tpm2","hurdle",1.84962617320114e-09,-0.9511541,0.6457634,1.5969175,0.693
"214","Tln1","hurdle",6.71190665947175e-10,-0.5645657,0.7166021,1.2811678,0.69
"179","Rock2","hurdle",3.17580691217458e-09,-1.45442433,-0.01484385,1.43958048,0.688
"62","Dusp14","hurdle",2.32310845179042e-13,-2.532427,-0.485654,2.046773,0.688
"53","Cstb","hurdle",1.99707875954783e-08,-0.7132755,0.5167299,1.2300054,0.686
"171","Rbms1","hurdle",9.64601987687423e-10,-1.59166604,0.05242685,1.64409289,0.685
"88","Fxyd6","hurdle",1.80764680322572e-09,-1.3779385,0.3924256,1.7703641,0.683
"56","Cxcl16","hurdle",7.58217213498235e-11,-2.1896454,-0.3932407,1.7964047,0.683
"168","Ptrf","hurdle",9.75269183281189e-10,-1.74334921,-0.04969325,1.69365596,0.682
"159","Plin2","hurdle",1.2703558849537e-09,-1.5077648,0.1375035,1.6452683,0.678
"178","Rnh1","hurdle",3.95610698566349e-07,-0.5787656,0.5007619,1.0795275,0.677
"61","Dusp1","hurdle",2.02952212904671e-07,-0.5787656,0.7303618,1.3091274,0.677
"156","Plaur","hurdle",2.06018916563906e-08,-1.2138191,0.1271393,1.3409584,0.676
"107","Itga3","hurdle",2.26383963158059e-09,-1.1701639,0.3837451,1.553909,0.676
"195","Slc2a3","hurdle",1.50471464387882e-06,1.200803,2.222474,1.021671,0.675
"110","Kmt2a","hurdle",2.91134212822879e-07,-0.9511541,0.07417097,1.02532507,0.675
"59","Dsp","hurdle",7.58863213041482e-10,-2.0250575,-0.3347648,1.6902927,0.674
"131","Msn","hurdle",8.29444403900325e-07,-0.5227859,0.4927111,1.015497,0.671
"13","Anln","hurdle",7.69155471258675e-08,-1.454424,-0.172341,1.282083,0.671
"26","Bcam","hurdle",2.83028328053174e-07,-1.0076637,0.2372457,1.2449094,0.67
"1","2200002D01Rik","hurdle",4.44142594235277e-08,-1.45442433,-0.02636703,1.4280573,0.67
"115","Krt7","hurdle",1.02685545768821e-10,-1.87733825,-0.04969325,1.827645,0.669
"102","Igf2","hurdle",8.07228127634131e-09,-0.8104634,1.6395786,2.450042,0.668
"37","Cgn","hurdle",1.11556009192433e-08,-1.949308,-0.4082377,1.5410703,0.667
"234","Wnt7b","hurdle",1.48383164996603e-11,-2.7085838,-0.5016486,2.2069352,0.666
"146","Pcolce","hurdle",2.07764084919377e-10,-2.4781838,-0.6188693,1.8593145,0.664
"46","Cnn1","hurdle",8.58612969521811e-08,-1.2361523,0.3924256,1.6285779,0.664
"32","Capn2","hurdle",9.5620357466178e-09,-2.0250575,-0.3205088,1.7045487,0.663
"187","Serpine1","hurdle",2.88264225154566e-11,-2.7085838,-0.4387075,2.2698763,0.662
"45","Cmtm7","hurdle",1.08587958250608e-08,-2.1050056,-0.3932407,1.7117649,0.659
"222","Tpm4","hurdle",1.3206150576128e-06,-0.98858019,0.07417097,1.06275116,0.657
"188","Serpinh1","hurdle",2.6079008674103e-07,-1.329112,-0.037983,1.291129,0.657
"39","Cited2","hurdle",7.6453265300703e-07,-1.1701639,0.2080404,1.3782043,0.657
"203","Ssbp3","hurdle",6.74637991239274e-06,-0.5505042,0.4927111,1.0432153,0.656
"27","Bhlhe40","hurdle",1.31157773035485e-08,-2.1050056,-0.5341797,1.5708259,0.654
"58","Cyba","hurdle",1.82714158354497e-06,-1.3291117,-0.1220239,1.2070878,0.653
"121","Llgl2","hurdle",4.73164552800101e-06,-1.04660524,0.06333987,1.10994511,0.651
"198","Smad7","hurdle",8.21982656144199e-06,-0.7290256,0.3031767,1.0322023,0.65
"38","Cited1","hurdle",1.46705121318674e-07,-1.8773383,-0.3063923,1.570946,0.65
"4","Acta2","hurdle",2.15273275253785e-08,-1.68075,1.043085,2.723835,0.65
"106","Irs2","hurdle",3.84686716911882e-07,-1.8087888,-0.4387075,1.3700813,0.648
"175","Rhoc","hurdle",4.10871773111045e-06,-1.23615229,-0.06149933,1.17465296,0.647
"155","Plac8","hurdle",2.86643851340838e-06,-1.480848,-0.211265,1.269583,0.646
"79","Fhl2","hurdle",6.14709050937329e-09,-2.4259065,-0.8655979,1.5603086,0.645
"12","Amotl2","hurdle",1.96703123221133e-07,-0.9511541,0.3924256,1.3435797,0.645
"173","Reep5","hurdle",1.3823063664154e-05,-1.1918264,-0.1344396,1.0573868,0.643
"163","Ppp1r18","hurdle",1.92466605758657e-05,-1.191826,-0.172341,1.019485,0.642
"126","Map7d1","hurdle",1.90732958728643e-06,-1.775698,-0.5507246,1.2249734,0.642
"49","Creb3","hurdle",1.56862248951115e-07,-2.1467049,-0.6721769,1.474528,0.642
"213","Tinagl1","hurdle",3.45659332915408e-08,-2.2795621,-0.6721769,1.6073852,0.64
"74","Fam129b","hurdle",2.91761849253559e-05,-1.1701639,-0.1469631,1.0232008,0.638
"229","Wfdc2","hurdle",2.93507336412567e-07,-2.1896454,-0.5507246,1.6389208,0.637
"215","Tmbim1","hurdle",2.03036635957188e-07,-2.3267132,-0.8450464,1.4816668,0.637
"160","Plk2","hurdle",9.98365024154247e-06,-1.6207536,-0.4387075,1.1820461,0.637
"124","Lrp2","hurdle",1.85613178624714e-05,-0.7132755,0.3662258,1.0795013,0.635
"207","Tead1","hurdle",3.7048621170099e-05,-1.3291117,-0.2512683,1.0778434,0.633
"153","Phldb2","hurdle",1.93279026023596e-07,-2.4259065,-0.8450464,1.5808601,0.632
"172","Reep3","hurdle",1.67812977481337e-05,-1.6207536,-0.4233922,1.1973614,0.631
"65","Elovl1","hurdle",2.09974554804035e-05,-1.7117099,-0.5843946,1.1273153,0.63
"50","Cryab","hurdle",2.54769112874349e-08,-2.6474435,-0.6721769,1.9752666,0.63
"25","BC021767","hurdle",7.49636963460191e-08,-2.647443,-1.089026,1.558417,0.629
"127","Marcks","hurdle",4.27786771323039e-05,-1.5351933,-0.4233922,1.1118011,0.628
"54","Cth","hurdle",8.39208732603261e-06,-1.8773383,-0.4541873,1.423151,0.627
"23","Arid3a","hurdle",1.04890793018418e-05,-1.877338,-0.690393,1.186945,0.627
"72","F3","hurdle",3.12252017596712e-08,-2.4259065,-0.7656483,1.6602582,0.626
"70","Errfi1","hurdle",3.60013042795522e-05,-1.591666,-0.4233922,1.1682738,0.626
"209","Thbs1","hurdle",2.99220446430615e-05,-1.5077648,-0.1220239,1.3857409,0.624
"147","Pdgfb","hurdle",3.245214661409e-10,-3.14248,-1.215216,1.927264,0.624
"35","Ccrn4l","hurdle",1.87304612119545e-05,-1.8426564,-0.5507246,1.2919318,0.624
"197","Slc6a8","hurdle",1.90706084343756e-05,-1.912874,-0.601529,1.311345,0.623
"120","Litaf","hurdle",3.52778604875047e-06,-2.1467049,-0.6541879,1.492517,0.623
"73","Fabp3","hurdle",2.24859633888079e-05,-0.7938039,0.5636002,1.3574041,0.623
"22","Arhgap8","hurdle",4.05911746136365e-05,-1.7433492,-0.6188693,1.1244799,0.623
"96","H19","hurdle",0.000202563167126736,0.9860794,2.5401601,1.5540807,0.622
"137","Myo1e","hurdle",2.40403131595858e-05,-1.8773383,-0.7464633,1.130875,0.621
"204","Tacstd2","hurdle",2.2079808840616e-06,-2.3267132,-0.8864465,1.4402667,0.619
"76","Farp1","hurdle",0.000148413364233717,-1.4284759,-0.3932407,1.0352352,0.618
"216","Tmem37","hurdle",6.35671683469942e-06,-2.2339033,-0.6541879,1.5797154,0.617
"69","Eps8l2","hurdle",2.20740102340502e-06,-2.3267132,-0.8247835,1.5019297,0.617
"150","Perp","hurdle",0.000300543178198075,-1.3053043,-0.2785671,1.0267372,0.616
"28","Bmp1","hurdle",7.0010490786052e-05,-1.877338,-0.690393,1.186945,0.615
"7","Agpat4","hurdle",3.36438735934238e-05,-1.986686,-0.690393,1.296293,0.615
"212","Timp3","hurdle",5.17131257948102e-06,-2.4259065,-0.9076008,1.5183057,0.614
"145","Pard6b","hurdle",0.000203203329173943,-1.71171,-0.690393,1.021317,0.614
"31","Capg","hurdle",0.00016494639205964,-1.6207536,-0.5507246,1.070029,0.614
"83","Fn1","hurdle",2.5249031346e-06,-0.2485845,0.9164014,1.1649859,0.613
"196","Slc38a4","hurdle",0.000427718737087663,-1.3779385,-0.3063923,1.0715462,0.612
"101","Ier3","hurdle",0.000319463541675621,-1.3053043,-0.1469631,1.1583412,0.612
"180","Rras","hurdle",0.000129021491823259,-1.8426564,-0.6364205,1.2062359,0.611
"161","Pmepa1","hurdle",0.000142559287354742,-1.8773383,-0.8655979,1.0117404,0.611
"132","Mtfr1l","hurdle",9.74766550028539e-05,-1.877338,-0.690393,1.186945,0.611
"148","Pea15a","hurdle",0.000240244700968596,-1.6207536,-0.5674614,1.0532922,0.61
"128","Mbnl2","hurdle",0.000287628829362006,-1.6807496,-0.5016486,1.179101,0.608
"86","Foxm1","hurdle",0.000324911364166629,-1.743349,-0.690393,1.052956,0.608
"34","Card10","hurdle",8.42935517039218e-05,-2.146705,-1.018291,1.128414,0.608
"29","Bok","hurdle",0.000437412169994091,-1.5077648,-0.3637065,1.1440583,0.608
"211","Timp2","hurdle",7.99690837495897e-07,-2.77243,-1.163408,1.609022,0.607
"18","Anxa6","hurdle",0.000353697918751372,-1.6207536,-0.5341797,1.0865739,0.607
"219","Tnip1","hurdle",8.47684049284561e-05,-2.189645,-1.138185,1.05146,0.606
"208","Tgm2","hurdle",2.47883501541671e-06,-2.6474435,-0.8247835,1.82266,0.606
"98","Hcfc1r1","hurdle",0.000544741796085754,-1.3779385,-0.3637065,1.014232,0.606
"181","Rras2","hurdle",5.98737679980573e-05,-2.233903,-1.06506,1.168843,0.605
"174","Rhob","hurdle",0.000184232794339573,-1.9866856,-0.9290698,1.0576158,0.604
"9","AI414108","hurdle",0.000200772626472491,-1.949308,-0.7464633,1.2028447,0.604
"224","Tspan9","hurdle",0.000343396025804447,-1.8773383,-0.7464633,1.130875,0.603
"99","Hdac7","hurdle",2.9180980844292e-06,-2.708584,-1.215216,1.493368,0.603
"77","Fbxo6","hurdle",0.000141007104121543,-2.189645,-1.113396,1.076249,0.603
"17","Anxa5","hurdle",8.97675626916261e-05,-2.1467049,-0.8450464,1.3016585,0.603
"68","Epb4.1l1","hurdle",0.000243617185324511,-2.105006,-1.018291,1.086715,0.602
"164","Prph","hurdle",0.000143029560082985,-2.064478,-0.601529,1.462949,0.601
"105","Irf2bp2","hurdle",1.94195015723477e-05,-2.478184,-1.163408,1.314776,0.601
"169","Pvr","hurdle",1.41212306418216e-05,-2.588789,-1.382835,1.205954,0.6
"129","Metrn","hurdle",0.000218269268075229,-2.0644778,-0.8450464,1.2194314,0.599
"92","Gng10","hurdle",7.99583145997038e-05,-2.279562,-1.163408,1.116154,0.599
"84","Fndc3b","hurdle",4.46934393697052e-05,-2.532427,-1.296592,1.235835,0.599
"165","Prr13","hurdle",4.75639173519679e-05,-2.425907,-1.163408,1.262499,0.598
"154","Pkp3","hurdle",3.58799384971583e-05,-2.478184,-1.189079,1.289105,0.598
"236","Zdhhc8","hurdle",0.000163454634157224,-2.326713,-1.215216,1.111497,0.597
"176","Rhox6","hurdle",0.000404720279265785,-0.7132755,0.4600511,1.1733266,0.597
"144","Otud7b","hurdle",0.000509067073490116,-1.3779385,-0.3491631,1.0287754,0.597
"225","Tspo","hurdle",4.56652946729031e-05,-2.375457,-1.296592,1.078865,0.596
"202","Src","hurdle",0.000573999278207838,-2.0250575,-0.9729909,1.0520666,0.596
"119","Lgals3","hurdle",4.71952456471489e-05,-2.4259065,-0.9076008,1.5183057,0.595
"166","Prr5l","hurdle",0.00023693497531416,-2.375457,-1.215216,1.160241,0.594
"189","Setd7","hurdle",0.000351317327417411,-2.279562,-1.241835,1.037727,0.593
"152","Phldb1","hurdle",0.00108559385335348,-1.9866856,-0.9290698,1.0576158,0.592
"138","Nfkb2","hurdle",0.0006229357322864,-2.146705,-1.041486,1.105219,0.592
"177","Rnf128","hurdle",0.000564350384126876,-2.189645,-1.018291,1.171354,0.591
"111","Kremen1","hurdle",0.000263176200379473,-2.326713,-1.324771,1.001942,0.59
"199","Smtn","hurdle",0.000813039269646129,-2.233903,-1.113396,1.120507,0.588
"20","Arf2","hurdle",0.000387397189189341,-2.326713,-1.113396,1.213317,0.588
"67","Eno3","hurdle",0.00132230643334655,-2.0250575,-0.8655979,1.1594596,0.587
"21","Arhgap21","hurdle",0.000973499000777021,-2.233903,-1.163408,1.070495,0.587
"19","Arap3","hurdle",0.000133228542855713,-2.588789,-1.163408,1.425381,0.586
"44","Cltb","hurdle",0.00069187852779337,-2.425907,-1.412767,1.01314,0.583
"94","Gprc5a","hurdle",3.65786986072572e-05,-2.77243,-1.539123,1.233307,0.581
"186","Sbno2","hurdle",0.000249298038229077,-2.708584,-1.539123,1.169461,0.58
"90","Gap43","hurdle",0.00025464136891162,-2.708584,-1.539123,1.169461,0.58
"190","Sfmbt2","hurdle",0.00383212450398488,-1.9128744,-0.8450464,1.067828,0.578
"66","Endod1","hurdle",4.24686338392099e-05,-2.982904,-1.714423,1.268481,0.578
"63","Edn1","hurdle",0.000483838869820099,-2.588789,-1.241835,1.346954,0.578
"170","Rab11fip5","hurdle",0.000488820678749034,-2.647443,-1.539123,1.10832,0.576
"235","Zdhhc24","hurdle",0.00266876619252423,-2.375457,-1.296592,1.078865,0.575
"133","Mvp","hurdle",0.00161003922997314,-2.478184,-1.412767,1.065417,0.575
"193","Shb","hurdle",0.00135235821066507,-2.588789,-1.539123,1.049666,0.574
"167","Prss23","hurdle",0.000816061159995583,-2.647443,-1.412767,1.234676,0.574
"6","Adcy3","hurdle",0.000150195333732103,-2.909281,-1.714423,1.194858,0.574
"210","Timp1","hurdle",0.00146434733461147,-2.425907,-1.296592,1.129315,0.573
"109","Kdf1","hurdle",0.000829001729152132,-2.708584,-1.606709,1.101875,0.573
"117","Lamc2","hurdle",0.000896452366060649,-2.588789,-1.474562,1.114227,0.572
"85","Fosl2","hurdle",0.000468605700117932,-2.77243,-1.714423,1.058007,0.571
"75","Fam65a","hurdle",0.00229615599919446,-2.588789,-1.572521,1.016268,0.57
"192","Sh3pxd2a","hurdle",0.00697874223906917,-2.233903,-1.215216,1.018687,0.569
"143","Orai1","hurdle",0.00484311310206214,-2.425907,-1.412767,1.01314,0.569
"142","Nuak1","hurdle",0.00113304096649282,-2.77243,-1.677618,1.094812,0.568
"140","Nid1","hurdle",0.00710880041327097,-2.279562,-1.268954,1.010608,0.568
"55","Cxcl10","hurdle",0.00317215794279056,-2.4259065,-0.9729909,1.4529156,0.568
"200","Sp140","hurdle",0.000557273690060974,-2.77243,-1.714423,1.058007,0.566
"87","Furin","hurdle",0.00032356213584946,-2.982904,-1.677618,1.305286,0.566
"227","Vgll3","hurdle",0.00269274383813035,-2.708584,-1.677618,1.030966,0.565
"182","Rusc2","hurdle",8.20332093326702e-05,-3.14248,-1.957466,1.185014,0.564
"158","Plet1","hurdle",0.00110323015150732,-2.909281,-1.871821,1.03746,0.562
"125","Ltb","hurdle",0.00436286188846815,-2.2339033,-0.8864465,1.3474568,0.562
"51","Csf1","hurdle",0.00439070412471289,-2.647443,-1.506482,1.140961,0.562
"2","3830417A13Rik","hurdle",0.00578654359554594,-2.532427,-1.138185,1.394242,0.557
"93","Gpr83","hurdle",0.0138463440317896,-2.532427,-1.506482,1.025945,0.556
"162","Pmp22","hurdle",0.00227985321521905,-2.909281,-1.412767,1.496514,0.555
"135","Myl9","hurdle",0.00887373047521879,-1.3779385,-0.3347648,1.0431737,0.555
"130","Msln","hurdle",0.00148649001280201,-3.060487,-2.002274,1.058213,0.553
"230","Wisp1","hurdle",0.00601297545877425,-2.909281,-1.830833,1.078448,0.551
"48","Col1a1","hurdle",0.00442409525751366,-2.982904,-1.914008,1.068896,0.55
"233","Wnt7a","hurdle",0.00149013808157176,-3.14248,-2.048518,1.093962,0.549
"112","Krt16","hurdle",1.86698741517497e-05,-3.321928,-2.196871,1.125057,0.547
"141","Nkain4","hurdle",0.0104838667423125,-3.229416,-2.096294,1.133122,0.532
