"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.2","log2fold_change","Auc"
"820","Usp9x","hurdle",4.76841210992835e-05,-0.964633,1.632268,2.596901,0.942
"432","March1","hurdle",0.000637307988442613,-1.9605286,0.6780719,2.6386005,0.941
"560","Pknox1","hurdle",0.000897736650365012,-1.5839098,0.8875253,2.4714351,0.939
"343","Igf2","hurdle",0.003091051303301,0.7202305,2.9259994,2.2057689,0.932
"517","Nt5c3b","hurdle",0.000983171657836862,-1.8615395,0.4329594,2.2944989,0.931
"223","Efhd2","hurdle",0.00098967343870643,-1.477446,1.070389,2.547835,0.931
"56","Ankrd50","hurdle",0.000521614179595755,-2.0668134,0.1375035,2.2043169,0.931
"76","Arpc2","hurdle",0.0131198753780923,1.749652,2.972693,1.223041,0.928
"117","Caskin1","hurdle",0.000694580467240421,-1.9811683,0.1375035,2.1186718,0.923
"285","Gm10845","hurdle",0.00735037844036866,1.275703,2.722466,1.446763,0.922
"195","Dennd5a","hurdle",0.00200028336724881,-1.7334597,0.4329594,2.1664191,0.922
"320","Helz","hurdle",0.00164317883408922,-1.7160566,0.4329594,2.149016,0.92
"734","Tbrg1","hurdle",0.00839489866316417,1.062848,2.419539,1.356691,0.917
"330","Hn1","hurdle",0.00310965987402554,0.7392805,2.3504972,1.6112167,0.91
"391","Krt19","hurdle",0.00334270743255094,0.2656647,2.827819,2.5621543,0.908
"323","Hic2","hurdle",0.00721067758332284,-0.5480549,1.3785116,1.9265665,0.908
"97","Basp1","hurdle",0.0117112758005971,1.160298,2.608809,1.448511,0.908
"351","Incenp","hurdle",0.00390775407298723,-0.5713372,1.3785116,1.9498488,0.907
"591","Ptgr1","hurdle",0.00357626589246708,-1.116179,1.070389,2.186568,0.906
"175","Csk","hurdle",0.00294749010288287,-1.5070708,0.6780719,2.1851427,0.906
"316","H3f3b","hurdle",0.0110801276627248,3.03022,4.177918,1.147698,0.903
"275","Gemin8","hurdle",0.010227295645926,0.07389527,1.37851162,1.30461635,0.903
"477","Mt2","hurdle",0.021844954487313,3.154279,4.719731,1.565452,0.901
"597","Pxmp4","hurdle",0.0011001006434104,-1.7334597,0.1375035,1.8709632,0.9
"761","Tmsb10","hurdle",0.0221980279467405,3.508095,4.649615,1.14152,0.899
"371","Kat7","hurdle",0.00679480016936822,-1.071232,0.8875253,1.9587573,0.896
"474","Mrps6","hurdle",0.00676477577876257,-1.0384172,0.8875253,1.9259425,0.894
"802","Ubn1","hurdle",0.00788472278699945,-0.985332,0.8875253,1.8728573,0.891
"72","Arl6ip1","hurdle",0.0200774511660213,0.745575,2.035624,1.290049,0.889
"688","Slc3a2","hurdle",0.0112923462438501,-0.00844919,1.51096192,1.51941111,0.886
"310","Gse1","hurdle",0.00591835392555295,-1.2984267,0.4329594,1.7313861,0.885
"239","Errfi1","hurdle",0.0125449251873132,-0.985332,0.6780719,1.6634039,0.882
"496","Ndufb8","hurdle",0.0146414968141109,0.3424219,1.7441611,1.4017392,0.875
"585","Psap","hurdle",0.000739351361271799,0.3548269,2.6088092,2.2539823,0.874
"358","Ints5","hurdle",0.00743454470160108,-1.1625723,0.8875253,2.0500976,0.871
"55","Ammecr1l","hurdle",0.0100403974993775,-1.1508335,0.6780719,1.8289054,0.87
"422","Maged1","hurdle",0.0105120168839683,0.1278983,1.6322682,1.5043699,0.868
"37","Adamts13","hurdle",0.0151102750806802,-0.353871,1.378512,1.732383,0.868
"535","Pbrm1","hurdle",0.034574626130851,0.1133696,1.3785116,1.265142,0.867
"319","Hectd1","hurdle",0.0249516512984163,-0.353871,1.070389,1.42426,0.865
"335","Hspb1","hurdle",0.0403650468650534,3.206547,4.449561,1.243014,0.864
"200","Dnaja1","hurdle",0.0417817925151978,0.6648482,1.7441611,1.0793129,0.863
"853","Zfp36l3","hurdle",0.0007281641160485,-2.111621,1.232661,3.344282,0.862
"350","Impdh2","hurdle",0.016966827855679,1.251581,2.608809,1.357228,0.862
"561","Plac1","hurdle",0.000704638763730114,-2.230136,1.632268,3.862404,0.861
"78","Ascl2","hurdle",0.000774466738463745,-2.561979,1.070389,3.632368,0.861
"533","Parm1","hurdle",0.000702578547219314,-2.7617487,0.6780719,3.4398206,0.859
"361","Irx3","hurdle",0.000839265467686812,-2.7979084,0.4329594,3.2308678,0.859
"47","Aif1l","hurdle",0.000956809654578521,-2.5934117,0.8875253,3.480937,0.859
"495","Ndrg1","hurdle",0.000812742414204061,-2.471593,1.378512,3.850105,0.858
"402","Ldoc1","hurdle",1.14217943413278e-05,-1.716057,2.201634,3.917691,0.855
"613","Rbm47","hurdle",0.00347270980440018,-2.3865372,0.4329594,2.8194966,0.851
"458","Mmgt2","hurdle",0.00221037842048701,-2.5934117,0.4329594,3.0263711,0.851
"764","Tnrc18","hurdle",0.00154056896971525,-1.8425313,0.6780719,2.5206032,0.85
"132","Ccnb1","hurdle",0.0258363567377515,-0.6353253,0.8875253,1.5228506,0.85
"442","Mef2c","hurdle",0.00118171996198943,-2.6920397,-0.2344653,2.4575744,0.849
"430","Mapre1","hurdle",0.00782085784668545,-0.2007917,1.6322682,1.8330599,0.849
"124","Ccdc51","hurdle",0.00332229252586885,-2.5312169,0.1375035,2.6687204,0.848
"352","Inf2","hurdle",0.0436211225601698,-0.2007917,1.0703893,1.271181,0.847
"280","Gjb5","hurdle",0.00345322896371836,-2.2804088,0.4329594,2.7133682,0.847
"650","Sbsn","hurdle",6.02136254644727e-05,-2.205641,1.744161,3.949802,0.846
"404","Lgals1","hurdle",0.046928365856026,1.977982,3.50462,1.526638,0.846
"767","Tpm2","hurdle",0.0459931702793927,-0.03517643,1.23266076,1.26783719,0.844
"11","2310022B05Rik","hurdle",0.00402872649358344,-2.1578653,0.6780719,2.8359372,0.844
"426","Map4k4","hurdle",0.0329808366432165,-0.5403769,0.8875253,1.4279022,0.841
"393","Krt8","hurdle",0.078178665930835,3.580304,4.760221,1.179917,0.841
"365","Jade1","hurdle",0.0526761027085357,0.8573272,1.9448584,1.0875312,0.841
"677","Slc12a7","hurdle",0.00542292932887652,-2.3324973,0.4329594,2.7654567,0.839
"738","Tfap2c","hurdle",1.17583517840169e-05,-1.235085,2.419539,3.654624,0.838
"71","Arl16","hurdle",0.037045131029142,-0.6435271,0.6780719,1.321599,0.837
"488","Nagk","hurdle",0.00397517038791843,-2.4715929,-0.2344653,2.2371276,0.836
"400","Lcp1","hurdle",0.00455891869659773,-2.4426803,-0.2344653,2.208215,0.834
"375","Kif11","hurdle",0.0242257068499178,-0.8749957,0.4329594,1.3079551,0.834
"294","Gm2a","hurdle",0.0023768669172055,-1.842531,1.070389,2.91292,0.834
"822","Vapb","hurdle",0.0197598044122722,-0.9341309,0.4329594,1.3670903,0.833
"210","Dtl","hurdle",0.0106443580991533,-2.2056411,0.1375035,2.3431446,0.831
"62","App","hurdle",0.0058840360673782,-2.3865372,-0.2344653,2.1520719,0.831
"821","Vamp8","hurdle",0.00639898216551309,-1.0823383,0.1375035,1.2198418,0.83
"467","Mrpl16","hurdle",0.0259062203176877,-0.8181894,0.6780719,1.4962613,0.83
"338","Htr4","hurdle",0.0115993962800783,-2.1815554,0.1375035,2.3190589,0.83
"318","Heatr5a","hurdle",0.00675436982473529,-2.3865372,-0.2344653,2.1520719,0.83
"50","Alad","hurdle",0.00501265851379091,-1.3511819,0.8875253,2.2387072,0.83
"390","Krt18","hurdle",0.0916439477820075,3.596935,4.649615,1.05268,0.828
"16","3830417A13Rik","hurdle",0.0094440894159403,-1.8237704,0.6780719,2.5018423,0.828
"194","Ddx31","hurdle",0.00734918747933744,-2.306218,-0.2344653,2.0717527,0.827
"816","Usp2","hurdle",0.00879114242372866,-1.7510752,0.6780719,2.4291471,0.826
"667","Sfxn1","hurdle",0.0689052559071462,0.08386556,1.23266076,1.1487952,0.825
"541","Pdzd8","hurdle",0.00936727619808123,-2.306218,-0.2344653,2.0717527,0.825
"860","Zfp668","hurdle",0.0104676509329622,-2.306218,-0.2344653,2.0717527,0.824
"750","Tma7","hurdle",0.0537920823454416,1.500765,2.608809,1.108044,0.824
"716","Ssr1","hurdle",0.0473379778858728,-0.4227807,0.8875253,1.310306,0.823
"48","Akip1","hurdle",0.0176075217108324,-2.0668134,0.1375035,2.2043169,0.823
"407","Lig3","hurdle",0.0186393613708328,-2.0449207,0.1375035,2.1824242,0.822
"115","Capn1","hurdle",0.0185759194780285,-2.0449207,0.1375035,2.1824242,0.822
"136","Cd164","hurdle",0.00322405026436963,-1.665073,1.070389,2.735462,0.821
"712","Spsb3","hurdle",0.0198715268339363,-2.0233554,0.1375035,2.1608589,0.82
"514","Nr2f6","hurdle",0.0201369518936946,-1.698861,0.4329594,2.1318204,0.82
"212","Dusp9","hurdle",0.0617941925058445,0.4034071,1.7441611,1.340754,0.82
"521","Nup50","hurdle",0.0477321969003214,-0.5100671,0.6780719,1.188139,0.818
"274","Gata2","hurdle",0.0165028703345019,-1.9605286,0.1375035,2.0980321,0.818
"690","Slc43a3","hurdle",0.0121198766198015,-2.1815554,-0.2344653,1.9470901,0.817
"661","Setd1b","hurdle",0.00484758535107643,-1.5839098,0.6780719,2.2619817,0.817
"522","Nup62","hurdle",0.0444072224364018,-0.3471576,1.0703893,1.4175469,0.817
"364","Itm2a","hurdle",0.0119912716456105,-2.1578653,-0.2344653,1.9234,0.817
"698","Smdt1","hurdle",0.0581775953098695,0.03844644,1.23266076,1.19421432,0.816
"471","Mrpl57","hurdle",0.0205786588532476,-1.9401799,0.1375035,2.0776834,0.816
"386","Klhl13","hurdle",0.0317501394125094,-1.5997812,0.4329594,2.0327406,0.816
"347","Immt","hurdle",0.0523344291376036,-0.4730539,0.6780719,1.1511258,0.816
"247","Fam168b","hurdle",0.010865264576543,-1.0492728,0.1375035,1.1867763,0.816
"246","Fam168a","hurdle",0.0143949632008518,-1.5526814,0.6780719,2.2307533,0.815
"240","Ets2","hurdle",0.0308956065799367,-1.6158292,0.4329594,2.0487886,0.815
"638","Rpp38","hurdle",0.0264965536781841,-1.9201143,0.1375035,2.0576178,0.813
"466","Mpzl1","hurdle",0.0238544894847338,-0.7369656,0.4329594,1.169925,0.812
"224","Efnb1","hurdle",0.0146649269633713,-1.174407,1.378512,2.552919,0.812
"840","Zc3h12a","hurdle",0.0342508148634153,-0.7022838,0.6780719,1.3803557,0.811
"552","Pibf1","hurdle",0.0158209309540367,-2.1116211,-0.2344653,1.8771558,0.811
"527","P4hb","hurdle",0.0519985413343372,1.039984,2.277985,1.238001,0.811
"792","Uba5","hurdle",0.0309053710657949,-1.8615395,0.1375035,1.999043,0.81
"103","Bms1","hurdle",0.0351378520892189,-0.7457679,0.4329594,1.1787273,0.81
"357","Ints3","hurdle",0.0277609774566784,-1.5070708,0.4329594,1.9400302,0.809
"68","Arhgef17","hurdle",0.024980267328783,-1.8052503,0.4329594,2.2382097,0.809
"405","Lgals3","hurdle",0.0258633203605995,-1.6158292,0.6780719,2.2939011,0.808
"834","Wdfy1","hurdle",0.00851591213425108,-1.4341182,0.6780719,2.1121901,0.807
"799","Ube2k","hurdle",0.0531613027997639,0.2917068,1.5109619,1.2192551,0.807
"486","Naa25","hurdle",0.0324281225274207,-0.7457679,0.4329594,1.1787273,0.807
"462","Mpp1","hurdle",0.0204801647462808,-2.0668134,-0.2344653,1.8323481,0.807
"398","Larp4b","hurdle",0.0330409541979018,-1.8237704,0.1375035,1.9612739,0.807
"176","Csnk1g3","hurdle",0.0204801647462807,-2.0668134,-0.2344653,1.8323481,0.807
"170","Cops5","hurdle",0.0737028718136631,0.5033673,1.6322682,1.1289009,0.807
"69","Arid3a","hurdle",0.00636300916717307,-1.298427,1.070389,2.368816,0.806
"760","Tmem69","hurdle",0.0358646203633011,-1.8052503,0.1375035,1.9427538,0.805
"562","Plekha5","hurdle",0.0361784933318316,-1.8052503,0.1375035,1.9427538,0.805
"134","Ccne1","hurdle",0.0153365862036983,-0.8653713,0.8875253,1.7528966,0.805
"130","Ccl24","hurdle",0.0240455804807851,-2.0449207,-0.2344653,1.8104554,0.805
"771","Trap1a","hurdle",0.0734550947911865,0.1182288,1.3785116,1.2602828,0.804
"842","Zcchc14","hurdle",0.0227566192703463,-1.7510752,0.4329594,2.1840346,0.803
"202","Dnajb6","hurdle",0.0677207141253068,-0.3075207,0.8875253,1.195046,0.803
"308","Gpx4","hurdle",0.064229012952608,1.366309,2.776104,1.409795,0.802
"92","B9d1","hurdle",0.0437913781959038,-1.4199602,0.4329594,1.8529196,0.802
"741","Tgm2","hurdle",0.024610045446045,-1.5839098,0.1375035,1.7214133,0.801
"478","Mt3","hurdle",0.0200213583082218,-1.9003239,-0.2344653,1.6658586,0.801
"577","Pramef12","hurdle",0.0522140317582124,-1.3920542,0.4329594,1.8250136,0.8
"184","Cycs","hurdle",0.0669964286476924,1.011537,2.277985,1.266448,0.8
"662","Setd2","hurdle",0.0189110899480222,-0.9749453,0.1375035,1.1124488,0.799
"309","Grb2","hurdle",0.0402452428114957,-0.693742,0.4329594,1.1267014,0.799
"752","Tmem109","hurdle",0.0472271919468574,-1.698861,0.1375035,1.8363645,0.798
"715","Sri","hurdle",0.0391074051208287,-1.6320576,0.4329594,2.065017,0.797
"606","Rala","hurdle",0.000369336211763618,-0.2753019,1.6322682,1.9075701,0.797
"481","Mtor","hurdle",0.0265175166917715,-1.9401799,-0.2344653,1.7057146,0.797
"95","Bag3","hurdle",0.045128710334429,-1.698861,0.1375035,1.8363645,0.797
"803","Ubp1","hurdle",0.0181491723606072,-0.9543938,0.1375035,1.0918973,0.796
"658","Senp1","hurdle",0.014627297041096,-1.1625723,0.8875253,2.0500976,0.796
"607","Ralbp1","hurdle",0.0668971051028222,-0.1947527,1.0703893,1.265142,0.796
"505","Nipa2","hurdle",0.0260192080303791,-1.6650727,0.4329594,2.0980321,0.796
"492","Ncam1","hurdle",0.051199733211161,-1.6484707,0.1375035,1.7859742,0.796
"235","Eps8l2","hurdle",0.0327418488728878,-1.5373171,0.8875253,2.4248424,0.796
"187","D230025D16Rik","hurdle",0.0496028668257656,-1.6818679,0.1375035,1.8193714,0.796
"112","Calr3","hurdle",0.0312807181881335,-1.9401799,-0.2344653,1.7057146,0.796
"273","Gas2l3","hurdle",0.0530558664105817,-1.6484707,0.1375035,1.7859742,0.795
"82","Atg4b","hurdle",0.050459234689734,-1.6650727,0.1375035,1.8025762,0.795
"490","Napg","hurdle",0.0493654034221464,-1.6320576,0.1375035,1.7695611,0.794
"226","Ehmt1","hurdle",0.047782889126086,-0.6852506,0.4329594,1.11821,0.794
"162","Cited2","hurdle",0.0368621177790304,-0.4227807,1.2326608,1.6554415,0.794
"755","Tmem14c","hurdle",0.0112146003456767,-0.7022838,1.2326608,1.9349446,0.793
"382","Klc1","hurdle",0.035137623511449,-1.2227435,0.6780719,1.9008154,0.793
"587","Psmc2","hurdle",0.00184560705597425,-0.2007917,1.5109619,1.7117536,0.791
"563","Plin2","hurdle",0.0500901319619865,-0.5791823,1.2326608,1.8118431,0.79
"595","Pum1","hurdle",0.0467615286446738,-0.5251424,0.8875253,1.4126677,0.789
"641","Rragd","hurdle",0.0333306835873013,-1.8052503,-0.2344653,1.570785,0.788
"436","Mbd2","hurdle",0.0367229485349168,-1.8425313,-0.2344653,1.608066,0.788
"216","E130012A19Rik","hurdle",0.0802846516594389,0.1036018,1.3785116,1.2749098,0.787
"284","Gltp","hurdle",0.065543278971058,-1.5682111,0.1375035,1.7057146,0.786
"12","2310033P09Rik","hurdle",0.0349926213334428,-1.0063322,0.8875253,1.8938575,0.786
"231","Emc10","hurdle",0.00785015946175268,-0.5480549,1.0703893,1.6184442,0.785
"749","Tle3","hurdle",0.0730964029795548,-1.4484166,0.1375035,1.5859201,0.783
"727","Tamm41","hurdle",0.0708027499088325,-1.5373171,0.1375035,1.6748206,0.783
"637","Rpp21","hurdle",0.0724571150698284,-1.5221147,0.1375035,1.6596182,0.783
"295","Gm7367","hurdle",0.00949955760560293,-1.093531,1.070389,2.16392,0.783
"174","Cpne8","hurdle",0.0485768331757629,-0.4585105,0.8875253,1.3460358,0.783
"17","4632415L05Rik","hurdle",0.0471472450327182,-1.7689085,-0.2344653,1.5344432,0.783
"600","Rab10","hurdle",0.0234257088583595,-0.555774,0.8875253,1.4432993,0.782
"506","Nkain1","hurdle",0.0823592421873935,-1.1863405,0.4329594,1.6192999,0.782
"196","Dgcr8","hurdle",0.0431206682440243,-1.7689085,-0.2344653,1.5344432,0.781
"67","Arhgef12","hurdle",0.0634876298387454,-1.4341182,0.4329594,1.8670776,0.781
"788","Tubb6","hurdle",0.116448219134447,1.024537,2.121015,1.096478,0.78
"401","Ldlrap1","hurdle",0.042329759574882,-1.7510752,-0.2344653,1.5166099,0.78
"827","Vps25","hurdle",0.0306489887883996,-0.5175851,0.8875253,1.4051104,0.779
"789","Twf2","hurdle",0.0654512997729789,-1.4199602,0.4329594,1.8529196,0.779
"575","Ppp2r3d","hurdle",0.0778952055876253,-1.4921822,0.1375035,1.6296857,0.779
"437","Mbnl2","hurdle",0.107851025592055,-1.0602106,0.4329594,1.49317,0.779
"228","Eif4h","hurdle",0.131713455427108,0.8190416,1.8479969,1.0289553,0.778
"334","Hp1bp3","hurdle",0.0501292200021488,-1.4341182,0.4329594,1.8670776,0.777
"25","A330069E16Rik","hurdle",0.080242730061123,-1.4341182,0.1375035,1.5716217,0.777
"655","Sec14l1","hurdle",0.0813628042382578,-1.4628581,0.1375035,1.6003616,0.776
"389","Krr1","hurdle",0.0862562344820237,-1.1048106,0.4329594,1.53777,0.776
"266","Gabpa","hurdle",0.0470290568474516,-1.698861,-0.2344653,1.4643957,0.776
"550","Phf13","hurdle",0.0524773396228194,-1.3378111,0.6780719,2.015883,0.774
"800","Ube2o","hurdle",0.0824313913121757,-1.0492728,0.4329594,1.4822322,0.773
"653","Scap","hurdle",0.0574058218367218,-1.698861,-0.2344653,1.4643957,0.773
"388","Kmt2b","hurdle",0.0951904121171861,-1.378301,0.1375035,1.5158045,0.773
"291","Gm19757","hurdle",0.100300411526852,-1.3646777,0.1375035,1.5021812,0.773
"620","Rfwd3","hurdle",0.0875211829649066,-1.0384172,0.4329594,1.4713766,0.772
"264","Fzr1","hurdle",0.0703097334309366,-0.9543938,0.6780719,1.6324657,0.772
"808","Uchl4","hurdle",0.0864853822246756,-1.0492728,0.4329594,1.4822322,0.771
"579","Prkrir","hurdle",0.0603830398776743,-1.6818679,-0.2344653,1.4474026,0.771
"172","Cotl1","hurdle",0.0970218836066851,-1.3646777,0.1375035,1.5021812,0.771
"793","Ubac2","hurdle",0.102850627937452,-1.3646777,0.1375035,1.5021812,0.77
"656","Sel1l","hurdle",0.0466352431750326,-1.6320576,-0.2344653,1.3975923,0.77
"602","Rabac1","hurdle",0.114346919454879,0.04866387,1.07038933,1.02172546,0.77
"483","Myc","hurdle",0.0986321421035883,-1.3378111,0.1375035,1.4753146,0.77
"336","Hspbp1","hurdle",0.0772252638513562,-1.3245632,0.4329594,1.7575226,0.77
"823","Vasp","hurdle",0.0856380514879289,-0.9241052,0.6780719,1.6021771,0.769
"211","Dusp11","hurdle",0.102085931360113,-1.0276428,0.4329594,1.4606022,0.769
"355","Ino80e","hurdle",0.0575150854289468,-1.6320576,-0.2344653,1.3975923,0.767
"296","Gm8883","hurdle",0.10790589943796,-1.3511819,0.1375035,1.4886854,0.767
"805","Ubxn1","hurdle",0.11088993852872,0.1938293,1.3785116,1.1846823,0.766
"608","Ralgapb","hurdle",0.0656842207820099,-1.6320576,-0.2344653,1.3975923,0.766
"269","Galk1","hurdle",0.0651331156446897,-0.7725018,0.8875253,1.6600271,0.766
"154","Cggbp1","hurdle",0.110122491122394,-1.3245632,0.1375035,1.4620667,0.766
"150","Cenpf","hurdle",0.00565290686748087,0.4959192,1.8479969,1.3520777,0.766
"121","Ccdc115","hurdle",0.0652618608195703,-1.6158292,-0.2344653,1.3813639,0.766
"7","1700026D08Rik","hurdle",0.0604943437456043,-1.6158292,-0.2344653,1.3813639,0.766
"189","Dap","hurdle",0.0942920329740718,-1.2600888,0.4329594,1.6930482,0.765
"594","Pttg1ip","hurdle",0.0979651760362629,-1.2984267,0.1375035,1.4359302,0.764
"409","Limd1","hurdle",0.067855160160572,-1.5997812,-0.2344653,1.3653159,0.763
"144","Cdk13","hurdle",0.0717645686314268,-1.5839098,-0.2344653,1.3494445,0.763
"399","Las1l","hurdle",0.0583555952869045,-0.3471576,1.0703893,1.4175469,0.762
"90","Aurka","hurdle",0.0453318977385362,-0.693742,1.070389,1.764131,0.762
"787","Ttll12","hurdle",0.14559723459854,-0.8944394,0.4329594,1.3273988,0.761
"687","Slc38a10","hurdle",0.0761913752928263,-1.2600888,0.4329594,1.6930482,0.761
"815","Usp19","hurdle",0.0336519411617648,-0.7108764,0.8875253,1.5984017,0.76
"321","Hexim1","hurdle",0.0546915452680671,-1.5221147,-0.2344653,1.2876494,0.76
"215","Dynll2","hurdle",0.0862339303764074,0.01258172,1.37851162,1.3659299,0.76
"813","Uqcrc2","hurdle",0.00463499482579479,0.5898684,1.7441611,1.1542927,0.759
"283","Gls","hurdle",0.0733024182404913,-1.5526814,-0.2344653,1.3182161,0.758
"299","Gnl3l","hurdle",0.132623767820869,-1.2600888,0.1375035,1.3975923,0.757
"775","Trim25","hurdle",0.0605729355016632,-1.4921822,-0.2344653,1.2577169,0.756
"758","Tmem33","hurdle",0.0614744911839163,-1.5221147,-0.2344653,1.2876494,0.756
"520","Numa1","hurdle",0.00873992885229855,-0.04600752,1.63226822,1.67827574,0.756
"454","Mki67","hurdle",0.115839117452754,0.2917068,1.5109619,1.2192551,0.756
"440","Med30","hurdle",0.081011598040175,-1.5221147,-0.2344653,1.2876494,0.756
"754","Tmem147","hurdle",0.0254112219151645,-0.6271699,1.0703893,1.6975592,0.755
"253","Fbxo5","hurdle",0.136423463846734,-1.2105068,0.1375035,1.3480103,0.755
"501","Nfatc3","hurdle",0.120070517289042,-1.1391894,0.4329594,1.5721488,0.753
"419","Ltbp1","hurdle",0.104032733603069,-1.1625723,0.4329594,1.5955317,0.752
"394","Lad1","hurdle",0.0662316586016643,-0.7195205,0.8875253,1.6070458,0.751
"131","Ccna2","hurdle",0.0921540464570154,-0.6029766,0.8875253,1.4905019,0.751
"24","9530082P21Rik","hurdle",0.147884860270985,-1.2105068,0.1375035,1.3480103,0.751
"763","Tnpo2","hurdle",0.112381562298718,-0.7369656,0.6780719,1.4150375,0.75
"705","Sod2","hurdle",0.0624306973759575,-0.7108764,0.8875253,1.5984017,0.75
"571","Pphln1","hurdle",0.0749452332081846,-1.4484166,-0.2344653,1.2139513,0.75
"109","Cab39","hurdle",0.149453115166383,-1.1863405,0.1375035,1.323844,0.75
"713","Srbd1","hurdle",0.0966253155644249,-1.4774457,-0.2344653,1.2429804,0.749
"696","Smarce1","hurdle",0.139985415907111,-1.1983731,0.1375035,1.3358766,0.749
"611","Rbm22","hurdle",0.153904406229748,-1.1744075,0.1375035,1.311911,0.748
"791","Tyms-ps","hurdle",0.100632115563852,-1.4628581,-0.2344653,1.2283928,0.747
"43","Ago2","hurdle",0.156661581320785,-1.1508335,0.1375035,1.288337,0.747
"98","BC003965","hurdle",0.0746727613730745,-1.3920542,-0.2344653,1.1575889,0.746
"5","1700017B05Rik","hurdle",0.155158753069089,-1.1276385,0.1375035,1.265142,0.746
"862","Zfr","hurdle",0.0910128836501248,-1.4059397,-0.2344653,1.1714744,0.745
"709","Spen","hurdle",0.054613522441593,0.01779189,1.23266076,1.21486887,0.745
"94","Bag2","hurdle",0.0861744270486473,-1.4199602,-0.2344653,1.1854949,0.745
"845","Zfand3","hurdle",0.151381558159994,-0.7725018,0.4329594,1.2054612,0.744
"636","Rpp14","hurdle",0.128335930656347,-1.0602106,0.4329594,1.49317,0.742
"781","Trpc4ap","hurdle",0.0929338171445899,-1.3511819,-0.2344653,1.1167166,0.741
"367","Jmjd6","hurdle",0.165207728595449,-1.1161794,0.1375035,1.2536829,0.741
"180","Ctsd","hurdle",0.0226000455626604,0.7073894,1.9448584,1.237469,0.741
"110","Cacybp","hurdle",0.0971470228809708,-0.00844919,1.07038933,1.07883852,0.741
"406","Lias","hurdle",0.171217678112306,-1.0823383,0.1375035,1.2198418,0.74
"742","Tgoln1","hurdle",0.174122187129805,-1.1048106,0.1375035,1.2423141,0.739
"256","Fhdc1","hurdle",0.014260226608601,-2.9121655,-0.2344653,2.6777002,0.739
"234","Epn3","hurdle",0.00997843634884738,-2.7617487,0.4329594,3.1947081,0.738
"580","Prkx","hurdle",0.105284923396102,-1.2984267,-0.2344653,1.0639614,0.737
"484","Myl4","hurdle",0.0175224173849606,-2.8730657,-0.2344653,2.6386004,0.737
"861","Zfp91","hurdle",0.185346788220362,-1.071232,0.1375035,1.2087355,0.736
"362","Iscu","hurdle",0.105233487643752,-1.3378111,-0.2344653,1.1033458,0.736
